,Location,Retweet_Count,Date,Tweets
9854,Delhi,0,Mon Feb 24 18:22:26 +0000 2020,"@abhisar_sharma @KapilMishra_IND @DelhiPolice You red ass, what's the big deal. It happens in Politics. So, your bosses have right to protest, and When Mishra comes for protest he became ghatiya aadmi? You deserve an arrest who supported these protest aga"
9855,,0,Mon Feb 24 18:22:04 +0000 2020,Protestors are wrong word these are Rioters. #DelhiPolice #Maujpur #DelhiViolence #DelhiBurning #WeSupportCaa #NRC_CAA_NPR #NRC #CAA #CAASupport #DelhiCAAClashes  Don't test the patience of gov and police
9875,,0,Mon Feb 24 18:15:47 +0000 2020,somebody plz tell me what is a pro #CAA protestors are. how do u exactly protect in favour of some bill that has been passed and become an act ? #DelhiViolence #DelhiIsBurning #bjpsupportsterrorism #ShaheenBagh
9879,India,3,Mon Feb 24 18:15:05 +0000 2020,A man who won 63/70 seats for @AamAadmiParty was not seen with the #AamAdmi (common people) of #Delhi. #Shame #escapist @ArvindKejriwal who refuses to take a #stance on #NRC #CAA and betraying his #voters. @anurag999 @Rsundaram05 @KhanAmanatullah
9892,,0,Mon Feb 24 18:11:33 +0000 2020,"#CAA we indian have a very bad habit that we never listening without fear .politeness never work on us .....I think riot is inevitable as the things are developing ...and I think gods are also saying ""LET THERE BE WAR""."
9904,Hyderabad,0,Mon Feb 24 18:09:18 +0000 2020,"@narendramodi @AmitShah  #CAA Sir today if someone is responsible for death of head constable is Supreme Court , Hijada-Media and both of you. No one is having will to stop these extremest. Where so called PSA. Media and leftists are vomiting anti-nationa"
9909,"Hyderabad, Andhra Pradesh",5,Mon Feb 24 18:07:44 +0000 2020,@IndiasMuslims @_YogendraYadav Utter nonsense from @_YogendraYadav   would he be using same language If Muslims were included in the #CAA and govt about to launch #NRC?
9924,"à¤¨à¤ˆ à¤¦à¤¿à¤²à¥à¤²à¥€, à¤­à¤¾à¤°à¤¤",0,Mon Feb 24 18:04:56 +0000 2020,@navinjournalist @abhisar_sharma @DelhiPolice @CPDelhi @KapilMishra_IND Jaise log ek kale kanoon #CAA ko #Hindu aur #Muslim Bana rahe hain #KapilMishra should be arrested. We already lost four people including one police officer. it's our #India ðŸ‡®ðŸ‡³ 
9933,Hyderabad,0,Mon Feb 24 18:02:55 +0000 2020,@narendramodi @AmitShah #CAA Supreme court of country is such incompatible to give clear decision; wether stopping road for name sake of protest is right or wrong? Court is negotiating. And in such senario what we can expect from helpless Police
9946,Pune India,9,Mon Feb 24 17:59:49 +0000 2020,@RahulEaswar Rahul Ji... Understanding of Bhagwan Ram or Prophet Mohammed is carrying it too far.  Let them understand #CAA first and end these protests. They under the instigation of Political parties having vested interests!
9947,"Ahmedabad,India",1,Mon Feb 24 17:59:48 +0000 2020,"RT @panu_desh: Dear @narendramodi , how can you treat people different according to their religion? #CAA   Bring #UCC and treat all the relâ€¦"
9948,"Patna, India",0,Mon Feb 24 17:59:26 +0000 2020,@PreetiSMenon @abhisar_sharma @ArvindKejriwal #Shame on @AamAadmiParty for doing nothing on Delhi violence. Even post election silence on #CAA and #NRC proves their complicity with this draconian move of government.
9955,,0,Mon Feb 24 17:58:25 +0000 2020,"@Kritika_Kamra Please stop calling them anti caa. Lets call them what thry are Anti Hindus. They dont know a bit about #CAA  .they just hate the fact that #Hindus are not giving them their cities and country ""peacefully""."
9957,Hyderabad,0,Mon Feb 24 17:58:00 +0000 2020,@narendramodi @AmitShah #CAA Indian Supreme Court is busy in negotiations with lillerate protesters who are creating nauaenece and suffering to common man. What Court got from negotiations?? Police is stopping road at shain baagh. What a joke. Hats off Su
9970,"New Delhi, India",0,Mon Feb 24 17:53:49 +0000 2020,"@BDUTT So, the Person @KapilMishra_IND who gave ultimatum to clear the roads is responsible for the violent protests and for the death of a Policeman who was killed by #CAA protestors? What do you want that these violent protests should Continue &amp; mor"
9975,Hyderabad,0,Mon Feb 24 17:53:05 +0000 2020,@narendramodi @AmitShah #CAA Sir enough is enough now. Please control these anti-nationals. We don't have any hops from Supreme Court. They are just giving Tarikh pe Tarikh and seems to be medium so falicitate criminals and their rights. Not even caring c
9988,"Pune, India",0,Mon Feb 24 17:50:51 +0000 2020,"@DrayFreon @Demagog58362839 @the_hindu Only Bangladeshi, Pakistani, and Afgani Muslims can call #CAA discriminatory"
9995,India,1,Mon Feb 24 17:49:22 +0000 2020,"RT @iams_shekhar: Now, no seculars will come forward . None of the university is going to condemn this . This is the real face of our peaceâ€¦"
10008,ðŸ‡ªðŸ‡ºðŸ‡©ðŸ‡ªðŸ‡«ðŸ‡·ðŸš©,3,Mon Feb 24 17:46:18 +0000 2020,Indian Muslims who are against #CAA that protects persecuted religious minorities of neighboring Islamic states should have no objection if they are given same rights that Hindus and Sikhs get in Pakistan   #DelhiViolence #IslamicSeparatism #Radical_Islamic_Terrorism
10012,India,0,Mon Feb 24 17:45:42 +0000 2020,"T 411 - He was neither a so called ""pro-CAA"" nor ""anti-CAA"". He was just doing his duty for the country. Death of Constable Ratan Lal is not just regrettable and condemnable, it is a matter of shame for all of us involved in public life on either side. Condolences and Shanti #CAA"
10015,,0,Mon Feb 24 17:45:12 +0000 2020,"Stone pelting, firing on Delhi police,burning petrol pump, market shops is not the protest against #CAA.  It is totally terrorism and should stop at any rate. Delhi government should take hard step against such violence."
10022,à¤­à¤¾à¤°à¤¤ðŸš©ðŸš©,0,Mon Feb 24 17:43:47 +0000 2020,"@iamjohnoliver hey paid leninists do u know what is #CAA,#NRC,#NPR ???FIRST READ THAT LAW OF INDIA AND AFTER SAY SOMETHING ABOUT IT YOU SHITTY TUNG and don't sheik you a** sin our internet matter ðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ–•"
10106,,12,Mon Feb 24 17:31:50 +0000 2020,"Head constable and civilian killed, DCP injured in fresh riots over #CAA in northeast Delhi  Terminate Jihadi's who resort to violence &amp; threaten to take life of a police &amp; public ðŸ˜ ðŸ˜  @DelhiPolice @DCPEastDelhi"
10126,Planet Earth,0,Mon Feb 24 17:28:54 +0000 2020,"@SwetaSinghAT That's the very reason, #india needs #CAA #NRC #UCL  We're done here with Freedom of speech. These violent protestors, should be behind bars effective immediately, no bail and should be responsible to pay of for all damaged personal n public"
10129,Pune,0,Mon Feb 24 17:28:25 +0000 2020,"@BDUTT Bcos , @IndiaToday has confirmed that he belongs to peaceful community and was a local and presently the area has become a battle ground and he will surely protected and hidden by #CAA protestors."
10130,"Thane, Maharashtra, India",0,Mon Feb 24 17:28:16 +0000 2020,@fayedsouza All of those who made no effort to clarify the provisions of #CAA are grossly culpable.  The function of journalists IS TO INFORM. Not pretend to be impartial and broadcast the vilest of lies through the convenient mouths of interviewees to ge
10152,India,1,Mon Feb 24 17:23:37 +0000 2020,RT @jha_boby: @ReallySwara @DelhiPolice why r u supporting those illiterate #CAA protesters.. this work is illegal and for this violence yoâ€¦
10153,India,1,Mon Feb 24 17:23:31 +0000 2020,@ReallySwara @DelhiPolice why r u supporting those illiterate #CAA protesters.. this work is illegal and for this violence you are the one responsible.. bcoz of u ppl are now hating each other.. we talk of unity and then ppl like u come and intrude.. to d
10161,Virtual only,0,Mon Feb 24 17:22:20 +0000 2020,#CAA is already an act. There is no such thing as pro-CAA protesting. An act that has already been passed and implemented by the govt neither needs nor has protesters. What are these news channels even...???
10169,,0,Mon Feb 24 17:21:38 +0000 2020,"#CAA has just come into effect, #NPR_NRC to come but @MumbaiPolice has already made us tresspassers in our own streets and landmarks like Gateway  We are already being turned away from our public spaces like illegals @OfficeofUT"
10181,"Bengaluru, India",0,Mon Feb 24 17:20:16 +0000 2020,"@MahuaMoitra Dissent on what ? #NRC ? There is no more NRC Govt stated inside the LS. Dissent on #CAA ? No one says how it affects Muslims..just opposing it. A mob asks HM of this country to come and discuss with them. If u have dissent, send ur represent"
10189,India,0,Mon Feb 24 17:19:27 +0000 2020,"@BDUTT Your gun totting man, threatening the police and firing 8 rounds have been identified as an anti #CAA protester named Sharukh! He must be the son of the local school headmaster who  is unemployed unable to find a job in this economic mess created b"
10192,Mumbai,0,Mon Feb 24 17:19:16 +0000 2020,@Kritika_Kamra condemn shaheen baug first maam! I simply don't understand why the heck they are protesting when they aren't refugees in the countries mentioned in caa act. If we don't protect persecuted people who will?  CAA should remain! i am #procaa an
10208,,0,Mon Feb 24 17:16:35 +0000 2020,"@Fatima_Z0hra @_YogendraYadav Everyone knows it's an illegal protest, since #caa is not anti Muslim and govt not yet announced #nrc . So what is this protest for? Probably unleashed against Modiji or Hindus in the country.."
10212,Mumbai,0,Mon Feb 24 17:16:17 +0000 2020,"I guess @narendramodi ji should just announce.. ""okay #caa and #nrc cancelled, let's just do #ucc so all  are treated equal"".. what say @AmitShah ji?"
10232,"New Delhi, India",0,Mon Feb 24 17:14:31 +0000 2020,"@salaam_irshad @DelhiPolice All Muslims who are protesting against #NRC and #CAA are the reasons behind these violence.  Go back to our Sanatan theory, Hindu have always been so tolerant but it is Muslims who always have come with hate, crime and violence"
10235,,0,Mon Feb 24 17:13:59 +0000 2020,"According to Tauseef Rehmani ..govt should allow peaceful protests ...he means to say ..genocide for the 100th time if Hindus , butcher like how their ancestors did ...break temples ...they broke many temples in name of #CAA protests and burn Hindu homes ..#EndThisViolence"
10236,"Surajpur, India",2,Mon Feb 24 17:13:58 +0000 2020,"One bike, one car, one home, an average Indian needs years of hard work to buy them, and they are being burnt like toys. For God's sake, #Endthisviolence If #CAA is illegal the SC is hearing, fight it out there. Will serve no purpose fighting in streets.  #IslamicTerrorism"
10241,,0,Mon Feb 24 17:13:20 +0000 2020,@waglenikhil @Awhadspeaks Don't worry 15% and 85% will take care of themselves. Time has come to decide on which side you are ! #CAAProtest #CAA_NRC_NPR #CAA
10258,,0,Mon Feb 24 17:10:16 +0000 2020,"First they came for Kashmir, I did not speak out because I was not a Kashmiri  Then they came for Muslims, I did not speak out because I was not a Muslim  Then they came for me, and there was no one left to speak for me #CAA_NRCProtests #CAAProtest #201days_Kashmir_Lockdown #CAA"
10259,Delhi,0,Mon Feb 24 17:10:15 +0000 2020,"@rammadhavbjp @hellohindustan @AJENews A day before #US President #DonaldTrump and PM Modi meet for formal bilateral discussions, the US commission on intl religious freedom announces a hearing on #CAA on 4th March. The hearing will be open to Members of "
10272,"New Delhi, India",0,Mon Feb 24 17:08:47 +0000 2020,@ranyal_rk @spade85346 @BhimArmyChief Exactly aakhir hum kab samajhdar honge? Kab sach bolenge ki aatankiyo ka dharm hota hai. I am not saying all Muslims are bad or terrorists but Islamic terrorism is reality. Their illogical protests against #caa and #N
10278,,5,Mon Feb 24 17:08:21 +0000 2020,"Speaking of secularism does not make sense, #RadicalIslamicTerrorism is the main reason for #DelhiBurning and #DelhiViolence   Don't takes our patience as our weakness. Across nation let's join hands to supports #CAA and eradicate traitors from India.   #BusinessOnlyWithHindus"
10290,HEART,0,Mon Feb 24 17:06:29 +0000 2020,"Whether it's pro #CAA or anti #CAA, the reality is the situation is fu**ed up on ground, law and failed completely both ways.!"
10293,BHARATVARSH,5,Mon Feb 24 17:06:19 +0000 2020,"@Shawshanko @swapan55 Supreme court, Media and those who call it a protest against #CAA #NPR  This is not a protest , this is attack  against  India ."
10295,,0,Mon Feb 24 17:05:58 +0000 2020,#ShaheenBagh is not important Shaheen Bagh is anti-national Shaheen Bagh is causing traffic #DelhiPolice is great #CAA is harmless #NPR is Census There is no #NRC #India is not communal India is a superpower with a growing #economy and #jobs...2/4
10315,"Delhi, India",0,Mon Feb 24 17:02:59 +0000 2020,Priority for the @DelhiPolice and administration in Delhi has to be to restore order and end violence. Deaths of cops and civilians is just tragic. Doesnâ€™t matter if instigators or violent mob supports or is against #CAA. Rule of law needs to apply against all. #Jafrabad #Delhi
10318,India,1,Mon Feb 24 17:02:32 +0000 2020,"RT @luckisbackagain: According to you, whom you think is having more valid point and understanding of #NRC and #CAA @ReallySwara #Rubikaliyâ€¦"
10322,"Kolkata, India",0,Mon Feb 24 17:02:17 +0000 2020,"@asadowaisi You people started instigating the fire by propagating false propaganda against #CAA and now it's yours turn to take the responsibility too, instead of behaving like  shameless creatures, how long people will suffer distress and discomfort in "
10323,India,1,Mon Feb 24 17:02:09 +0000 2020,"According to you, whom you think is having more valid point and understanding of #NRC and #CAA @ReallySwara #Rubikaliyaqat #NRC_CAA_Protest #nrcprotest #NRC_CAA_NPR_Protest"
10328,India,0,Mon Feb 24 17:01:48 +0000 2020,Such a idiot lady you are @ReallySwara didn't know anything about #CAA and talk all shit about it and then #NRC which is not even release yet and you are the one who already read it. It's a request to you don't do such things first get knowledge and then speak idiot. ðŸ™
10358,,1,Mon Feb 24 16:58:39 +0000 2020,RT @haristweet: @Abhina_Prakash @TVMohandasPai Absolutely sick of the plots and simplistic setting up of these people .. almost like assumiâ€¦
10393,"Thane, Maharashtra, India",0,Mon Feb 24 16:54:44 +0000 2020,@anilbhalla88 @BDUTT @INCIndia You said it. All of those who made no effort to clarify the provisions of #CAA are grossly culpable.  The function of journalists IS TO INFORM. Not pretend to be impartial and broadcast the vilest of lies through the conveni
10427,"Hyderabad, India",1,Mon Feb 24 16:52:22 +0000 2020,@Abhina_Prakash @TVMohandasPai Absolutely sick of the plots and simplistic setting up of these people .. almost like assuming all of us r idiots #TrumpInIndia #CAA_NRCProtests #CAAProtest #CAA #DelhiPolice #Delhi #DelhiViolence
10437,United Kingdom,0,Mon Feb 24 16:51:56 +0000 2020,"@asadowaisi is a shameless  In Dec/Jan, he said #CAA/NPR/NRC is against Muslims  In Feb 2020 he is saying NRC is against poor  He has realised CAA is not an issue at all; but doesn't have  guts to admit this  His argument on NPR and #NRC is bogus since it"
10470,,0,Mon Feb 24 16:47:58 +0000 2020,"Art 21 is about right to life and personal liberty (applied to non citizen too) so in a way #CAA is giving these rights to these religiously persecuted minorities of three Islamic republics,right to live peacefully and personal liberty so they can live without fear of persecution"
10478,India,1,Mon Feb 24 16:46:11 +0000 2020,"RT @atulsinghjha: All those behind violence, both pro and anti groups, you are playing with fire. Mob knows no rule. Sooner or later, thisâ€¦"
10484,"Kolkata, India",0,Mon Feb 24 16:44:36 +0000 2020,"2/2 Reports coming in of people being killed by frenzied #Hindutva mobs. Stand with and reach out to Muslim friends, neighbours, relatives and strangers.  Say no to #NRC, #CAA and #NPR."
10485,tarnaka.,2,Mon Feb 24 16:44:28 +0000 2020,"@ErAnubhav1015 @immeeku1 @kaushal______ @sssamsaad @asadowaisi A tomb of muslim saint set ablaze by Pro #CAA protestors in Bhajanpura area, stone pelting continues unabated and police is watching everything as a bystander."
10507,"TelAviv, Republic of Israel",0,Mon Feb 24 16:41:32 +0000 2020,@ABCPolitics @ABC Time and again you prove you are #Ass_Wholes. You haven't read #CAA. You have already made up your mind. So there's no point in talking to you.
10509,,0,Mon Feb 24 16:41:26 +0000 2020,"This thread will clear your understanding on #CAA ..  It will puncher the leftist and islamists theory that it's discriminatory.. They are making their argument based on Art 14, Art 15 &amp; Art 21.. #CAA_NRC_Protest #CABBill2019 #CAA2019 #CAA_NRC_support  #CitizenshipAmendmentBill"
10530,India,0,Mon Feb 24 16:37:06 +0000 2020,"International news sites are tweeting one photo where a M is on the ground.  Countless videos and photos floating around of the opposite scenario, lives lost in today's peaceful protest but they can't show that.  Fucking imbeciles.  #CAA #Delhi"
10534,India,0,Mon Feb 24 16:36:17 +0000 2020,"@GappistanRadio I m telling you read the last 1 month articles, editorial, column in newspapers and u will find....who has infused the misinformation and false narrative about #CAA . They have openly called for road fight for the ""cause""."
10554,,1,Mon Feb 24 16:31:31 +0000 2020,RT @PresentGen: @forthemartyrs In India these very Christians have joined hands with Islamists to berate Hindus who have accommodated them.â€¦
10558,,0,Mon Feb 24 16:31:03 +0000 2020,"@ReallySwara You sound so foolish.. don't do your movie script while talking about India.. #NRC #CAA is crucial and to understand that you need to study and know the history... And what's that ""Pradhan mantri kaa home minister"" ???? Mr. Amit Shah is India"
10573,,0,Mon Feb 24 16:28:44 +0000 2020,"It has been another blot in the history of what defines India, its secularism and democracy. The soul of India is bleeding out of violence and communal hatred. #DelhiViolence #India #DelhiBurning #CAA #DelhiRiots #DelhiIsBurning"
10574,Ludhiana Punjab India,0,Mon Feb 24 16:28:17 +0000 2020,Won't arrest @KapilMishra_IND  and @ianuragthakur  for there hate speech being a public figure but a 5 year girls mother was arrested and questioned for opposing again #CAA
10576,,0,Mon Feb 24 16:27:59 +0000 2020,"Many people's property burning in violence, who will responsible..? Only MC #KapilMishra .. bec. He did give hate speech of mob, and mob violence against peacefully anty #CAA protestors..  à¤šà¤¾à¤¦à¤°à¤®à¥‹à¤¦à¥¤ ðŸ˜ ðŸ˜¡ðŸ˜ "
10577,"Delhi,Noida,Patna (India)",0,Mon Feb 24 16:27:52 +0000 2020,Very clearly @DelhiPolice must take strongest possible action to end lawlessness on street. This was long overdue but surprisingly starting from Eid period violence to #CAA violence in Jamia &amp; Seelampur forced meekly dealt with stone pelters and rioters. Why not impose fines ?
10608,"Maharashtra, India",0,Mon Feb 24 16:23:23 +0000 2020,"@narendramodi Narendra modi... I would like to use my Freedom of speech and like to ""openly"" tell you that you're the worst ans most uneducated Prime Minister India has ever got.. #India #NamasteTrump #CAA"
10644,"New Delhi, Delhi",0,Mon Feb 24 16:19:28 +0000 2020,"@sagarikaghose @DelhiPolice @realDonaldTrump Some very well identified  people are spreading lies on provisions of #CAA openly and instigating violence , this weak govt helplessly watching."
10650,India,0,Mon Feb 24 16:18:56 +0000 2020,"@_sabanaqvi Thanks saba for reminding. Yes, these violence are by design. Since I don't need to be politically correct, this is not done by misguided youth. They are hardcore criminals and jihadi in nature. Anti #CAA protest is just a cosmetic tool."
10653,"Bengaluru, India",0,Mon Feb 24 16:18:14 +0000 2020,"@BernieSanders This ideology is followed by INDIAN Govt BJP and Our Prime minister @ModiHowdy by Bringing new act #CAA which is against our Constitution, Secularism and it's a pure act of #racism #CAA_NRC_Protests"
10665,World Citizen,0,Mon Feb 24 16:15:41 +0000 2020,@dutta_anilk @davidfrawleyved If CAA is harmless the common man wonâ€™t be on the street. The selective religion based citizenship is biased and there is no place for that in our constitution. Those who are blindly supporting #CAA are nothing but right wi
10671,,0,Mon Feb 24 16:14:11 +0000 2020,"#CAA why is it feared?  Those infiltrators who arrived in 1971 war and latter have managed to get home, family and property job.  With them Indians have established relations. Logically they are right, if they are uprooted, many many linkchain will get broken. So protests but"
10677,India,0,Mon Feb 24 16:13:14 +0000 2020,@BDUTT Only lyution media is responsible for misinterpretion of #CAA and encouragement of violence
10678,"New Delhi, India",0,Mon Feb 24 16:13:08 +0000 2020,Head constable of Delhi Police  Ratan Lal dies as violent clashes escalate between pro and anti #CAA protesters in North East Delhi.What's the point of stopping people if they can't even think once that people life is more important than your agendas. #Ripratanlal #DelhiPolice
10689,Portblair,0,Mon Feb 24 16:10:38 +0000 2020,"@TOIIndiaNews It's a battle  between  democratic means... And  undemocratic  means... #CAA  was passed  by Democratic means,  protest against  it was also Democratic... Continuing  to  protest (affecting general  public)  to  repeal #CAA  is undemocratic."
10691,,0,Mon Feb 24 16:10:09 +0000 2020,"I really urge to the people of India to abandon any issues on religion asap. No one is getting affected more but our own country ! Hindus or Muslims, we all bleed red,we all raise kids and hope for better future for ourselves! WE ARE EQUAL ðŸ‡®ðŸ‡³  #DelhiViolence #DelhiRiots #CAA"
10701,"Hyderabad, India",0,Mon Feb 24 16:07:15 +0000 2020,@ANI #KapilMishra is responsible for voilence in Delhi... Brother just say it you're responsible... You support #caa it's your choice and they appose #caa it's their choice.. it's called democracy. Act like a LEADER man
10707,"Hyderabad, India",0,Mon Feb 24 16:06:31 +0000 2020,#KapilMishra is responsible for voilence in Delhi... Brother just say it you're responsible... You support #caa it's your choice and they appose #caa it's their choice.. it's called democracy. Act like a LEADER man
10713,,0,Mon Feb 24 16:04:30 +0000 2020,I am harmless for any Indian Muslim but they  are unnecessary protesting and wasting their time becasue I am not going to go. I am for religious prosecuted  &amp; discriminated people who want Indian citizenship. Muslims cannot be prosecuted in Muslims majority country. @ANI #CAA
10729,,0,Mon Feb 24 16:01:18 +0000 2020,"#DelhiBurning on one side while @POTUS visit in India. @WhiteHouse @realDonaldTrump if any humanity among you, please question @narendramodi why his administration allowing goons 2take law&amp;order in their hands and creating ruckus against people peacefully protesting against #CAA"
10731,,12,Mon Feb 24 16:01:04 +0000 2020,Wait for Left-Lib Jamat to write articles on jihadi Shahrukh shedding light on his humble upbringing and how #CAA forced him to he take to violence
10773,India,0,Mon Feb 24 15:49:33 +0000 2020,@_sabanaqvi This is what #Muslims protesters have planned for. Best time to get international attention. And they are getting it. For what??? One fu*in misconception that #CAA will snatch your citizenship. Rest of the people are silent and watching peacef
10779,"Kolkata, India",0,Mon Feb 24 15:48:58 +0000 2020,#Godhra style In Delhi with support of anti nationals : instigating A riot and disturb peace : provoking people should remember what happened in Gujrat and Newtonâ€™s Law : shame on #CAA protest
10795,"Andhra Pradesh, India",0,Mon Feb 24 15:43:02 +0000 2020,"3) it must have been the plan of Opposition parties and their dirty politics to get world reaction on this #CAA bill. And put pressure on Modi using world media where our so called ""liberals"" writes for them about India. #DelhiBurning #Delhi"
10814,,0,Mon Feb 24 15:38:56 +0000 2020,@MandirGuy @KhushiText Not disclosed. I think that police will present him before duty magistrate after 6 tomorrow evening. Right before 24 hours deadline fixed by law. A anti #CAA protester and a young neta from a rich family. They want @potus to get out
10816,Ghaziabad uttarpradesh,1,Mon Feb 24 15:38:54 +0000 2020,"Now, no seculars will come forward . None of the university is going to condemn this . This is the real face of our peaceful protestors !! Shame on you . 37 police men injured and 1diedðŸ˜¢ #DelhiIsBurning #DelhiViolence #CAA"
10818,"Pune, India",0,Mon Feb 24 15:37:59 +0000 2020,@iMac_too And this should be brought tithe Notice of Judiciary with facts that it was a well planned act for all Anti National Activities under the #CAA #NPR
10821,India,0,Mon Feb 24 15:35:58 +0000 2020,@RanaAyyub This is what happens when Trump and Modi comes together... As an Indian I want to say sorry to another Indian who is being brutally assaulted as we can see in the picture.  Forgive us.  #DelhiBurning #DelhiPolice #CAA #CAA_NRC_Protests
10826,"Delhi, India",0,Mon Feb 24 15:34:28 +0000 2020,As i mentioned in the morning impulsive anger and detachment will be the focus. Mars and Ketu together bringing this agitation. #astrology #Delhi #Jafrabad #CAA #delhiBurning
10827,faridabad,0,Mon Feb 24 15:34:03 +0000 2020,The capital of india #DelhiBurning because of some #Islamic_terrorism supporter on road against #CAA . we all indian must be unite in the #CAA_NRC_support and protect the capital of India from burning.
10830,Nagpur,0,Mon Feb 24 15:32:41 +0000 2020,@Milan_reports @DelhiPolice When someone try to slap u will u give ur cheek or block it and return a punch. Don't blame Pro #CAA for Rioting. I feel Very sad for the death of @DelhiPolice Head Constable Shri Ratan Lal Ji. à¤­à¤—à¤µà¤¾à¤¨ à¤‰à¤¨à¤•à¥€ à¤†à
10844,India,0,Mon Feb 24 15:29:40 +0000 2020,10) HM says Muslim minority sects don't face religious persecution in Muslim majority countries when in fact Ahmadiyas &amp; other Muslim sects do get discriminated against and face atrocities. Did he lie? And why? #caa #nrc #explainer @dhruv_rathee #NoCAA #IndiaAgainstCAA
10852,"New Delhi, India",1,Mon Feb 24 15:27:43 +0000 2020,"All those behind violence, both pro and anti groups, you are playing with fire. Mob knows no rule. Sooner or later, this will go out of hand. And yes, please note, no number of protests will ever cause rolling back of either #CAA or democratically elected govt. #DelhiBurning"
10858,"ÃœT: 25.256248,55.3016457",0,Mon Feb 24 15:25:56 +0000 2020,@_YogendraYadav Introspect how much you're and likes of you #stupidsofindianpolitics who keep provoking the innocent public on a non issue if #CAA #ShameOnYou you provoke #JNUViolence you provoked  #JamiaViolence and then hide under the disguise of #frees
10862,,0,Mon Feb 24 15:24:22 +0000 2020,@naukarshah Dear Ex IAS ..... How do you rate the performance of the Vandalization done in the name of #CAA ????? In a scale of 1 - 10... Where 1 being peaceful Pseudo-Democratic and 10 being AZadi style #answerme
10872,,0,Mon Feb 24 15:21:17 +0000 2020,"If this turns out to be a Hindu-Muslim situation, the blood is on the hands of fear mongers and provoking leeches like Anurag Kashyap, Swara Bhasker &amp; Kunal Kamra. BJP did not polarise anyone with CAA. THESE ASSHOLES DID. #CAA #DelhiBurning"
10875,India,0,Mon Feb 24 15:21:01 +0000 2020,@SanjayAzadSln Be responsible..and tell them to stop protest against #CAA You are a minister of Delhi Govt.
10880,mumbai,0,Mon Feb 24 15:20:14 +0000 2020,"@AmitShah please don't spare people who are doing violence in the name of #CAA protests, they want to take #Bharat #India hostage to establish their supremacy. If these crooks succeed this time, very wrong message will go and a dangerous trend will start."
10892,Planet Trishanku,1,Mon Feb 24 15:16:40 +0000 2020,RT @naviroduheege: #CAA Dilliwalon! Maro Saalo What have you brought the city to???  Just what the hell? Such destruction  if public properâ€¦
10893,Bengaluru,0,Mon Feb 24 15:16:36 +0000 2020,One very big issue with the current govt is their failure to educate common citizens about #CAA. Activists and certain sections of the media has taken complete advantage of this to spread misinformation and fear #CAAProtest
10916,,0,Mon Feb 24 15:11:28 +0000 2020,Police should arrest @warispathan and @asadowaisi for spreading violence... They only instigated #Muslims for the violence we are seeing across the nation... @DelhiPolice @HMOIndia @AmitShah #CAA #CAA_NRC_NPR
10919,"Hyderabad, India",0,Mon Feb 24 15:11:01 +0000 2020,"@sumanthraman @AamAadmiParty Shame on you, Sumanth. People like you spread misinformation and spark outrage on #CAA that has today cost a life. Blood is on you, murderer!"
10921,,0,Mon Feb 24 15:10:32 +0000 2020,I Just want people to read Article 19(a) and 19(b) of our Constitution before Be with CAA or Be Against it..you have right to disagree or agree but read about your duties too #CAA #NRC #ShaheenBagh
10933,World,0,Mon Feb 24 15:06:24 +0000 2020,"Chill guys, You don't need to overreact. The one who provided you dignity will secure it too. Maybe your some behaviour snatches the citizenship. Anyways, mughal has been all the way dominant and crime recorded since history. #NRC #CAA #NPR."
10940,ðŸ‡ªðŸ‡ºðŸ‡©ðŸ‡ªðŸ‡«ðŸ‡·ðŸš©,4,Mon Feb 24 15:04:36 +0000 2020,I regularly see such phrases used by Islamists like @_sabanaqvi and ilk  It is this mindset of #IslamicSeparatism that created Pakistan   Will the likes of @_sabanaqvi and others protesting #CAA accept the same set of rights in India that minorities get in Islamic states?
10948,India,0,Mon Feb 24 15:02:31 +0000 2020,"@nusrat_xahra @DavidBCohen1 @pkmadridista @Claire_Voltaire Muslims living in India from centuries are Indian Muslims.  And in #CAA we are talking about not giving automatic citizenship to Muslims from Pak,Bangla &amp; Afghan.  Are you advocating for Pakis"
10960,,0,Mon Feb 24 14:59:36 +0000 2020,@_sabanaqvi we must arrest @warispathan and all those who have provoked in the name of #CAA
10972,"UT of Jammu, Delhi",0,Mon Feb 24 14:56:31 +0000 2020,"@dr_wahaj @tufailelif @ArvindKejriwal @msisodia @TheQuint @thewire_in Dear pm, @narendramodi  Shoot these downright ignominious lumpens who know zilch about #CAA and are disrupting public order."
10974,"Gurgaon, India",0,Mon Feb 24 14:55:49 +0000 2020,"And if you are #muslim then you will not able to get  citizenship through #CAA In the end, Muslim Voters will decrease and #BJP could have higher chances of winning the next elections. 2/2 #CAANRC  #indiarejectscaa_nrc_npr"
10975,"Gurgaon, India",0,Mon Feb 24 14:55:48 +0000 2020,"AAP Chronology Samajhiye first, they will implement #CAA then they will come up with #NRC  and if you don't have documents, So you will be sent to detention centers and you would become an illegal migrant. #chronologysamajhiye  1/2"
10995,,0,Mon Feb 24 14:48:51 +0000 2020,@NaIna0806 Govt. will act when Hindus will unite and raise their voice in support of #CAA
