"himachal Pradesh","0","tue feb 25 05:45:23 +0000 2020"," nrc is not there so no question on that npr doe authority conducting npr exercise have right to mark doubtful citizen if yes then it nrc foundation, and if not, npr is a good thing and gov should talk directly can anyone enl"
"himachal Pradesh","0","tue feb 25 04:33:11 +0000 2020"," delhiburning is the brainchild of and it ha exposed the stupidity and ignorance of no political party is a hero no indian citizen will burn their own country, will bring shame to the name of the country i hope nrc happens asap"
"himachal Pradesh","0","tue feb 25 00:40:49 +0000 2020"," please tell dr manmohan singh to grow a spine and not peddle the party line to insult our soldier bad enough he oversaw corruption under his government without saying anything but this latest outburst take the biscuit c"
"himachal Pradesh","0","tue feb 25 00:29:08 +0000 2020"," 33 nrc being mentioned is still under work amp even the draft of this bill is not available so all these report are just speculation and not journalism seems you too are learning from the like of and"
"himachal Pradesh","0","mon feb 24 21:05:59 +0000 2020"," also, india ha a history that go way before 1947 i mean thousand of year here and gandhinehru whoever fed you all this, did a poor, uninformed job at it caa nrc johnoliver"
"himachal Pradesh","0","mon feb 24 18:30:11 +0000 2020"," mrpresident you are missguided you dont know about the real fact of india and hindu terrorism kaahmir is still under kerfew above 200 day protestagainstanticaa and nrc hate against muslim and christian amp no religion freedo"
"himachal Pradesh","0","mon feb 24 18:25:01 +0000 2020"," those who actpart of delhiburning should not acceptable if u have gutts then go fight for country not in inside the country and make hell our beautiful india ðÿ˜¡ðÿ˜¡ðÿ˜¡ we should understand nrc caa not hurt any indian community people loss people police"
"himachal Pradesh","6","mon feb 24 18:23:21 +0000 2020"," rt the easiness with which firing incident are taking place, i think the nrc is a must until and unless, peop…"
"himachal Pradesh","0","mon feb 24 18:13:18 +0000 2020"," these rioter are enemy of the country they dont care about law and problem of fellow citizen they dont have trust on the parliament and the democratically elected govt they dont care about sc judgement they are the reason why n"
"himachal Pradesh","0","mon feb 24 17:43:47 +0000 2020"," hey paid leninists do u know what is caa,nrc,npr first read that law of india and after say something about it you shitty tung and dont sheik you a sin our internet matter ðÿ–•ðÿ–•ðÿ–•ðÿ–•ðÿ–•ðÿ–•ðÿ–•ðÿ–•ðÿ–•"
"himachal Pradesh","0","mon feb 24 17:16:35 +0000 2020"," everyone know it an illegal protest, since caa is not anti muslim and govt not yet announced nrc so what is this protest for probably unleashed against modiji or hindu in the country"
"himachal Pradesh","0","mon feb 24 17:05:58 +0000 2020"," shaheenbagh is not important shaheen bagh is antinational shaheen bagh is causing traffic delhipolice is great caa is harmless npr is census there is no nrc india is not communal india is a superpower with a growing economy and jobs24"
"himachal Pradesh","1","mon feb 24 17:02:32 +0000 2020"," rt according to you, whom you think is having more valid point and understanding of nrc and caa rubikaliy…"
"himachal Pradesh","1","mon feb 24 17:02:09 +0000 2020"," according to you, whom you think is having more valid point and understanding of nrc and caa rubikaliyaqat nrccaaprotest nrcprotest nrccaanprprotest"
