,Location,Retweet_Count,Date,Tweets
4441,Hearts of the people  ,0,Fri Feb 28 05:59:52 +0000 2020,"Chuslims have given us clear cut message that Hindus and sikhs are not safe even in HINDUSTAN,  #CAA can provide only citizenship to refugees not safety in India.  #Delhigenocide  #DelhiGenocide2020"
4468,Bengaluru,0,Fri Feb 28 05:54:54 +0000 2020,"@sheelakiyer @RanaAyyub Sheela, who stabbed #AnkitSharma 400 times... and how Indian muslims affected by #CAA??  Can you elaborate??"
4471,,0,Fri Feb 28 05:54:27 +0000 2020,The #ShamShaheenBagh protests were not really against #CAA but fear of being caught living illegally in India by NCR.Hence the violence and mayhem.First country where minorities threaten the majority and are supported by powerhungry politicians @ArvindKejriwal decimated@INCIndia
4520,"Bengaluru, India",0,Fri Feb 28 05:44:57 +0000 2020,"This situation in India reminds me of GoT. Sects , ideology folks fighting their own squabbles (CAA related and what not ) totally ignoring the real danger that coronavirus (white-walkers) poses for all of them.  Markets only seeing the real danger of the situation  #caa #COVID19"
4565,India,2,Fri Feb 28 05:38:22 +0000 2020,"#Delhi High Court issues notice to Centre, Delhi government on a plea seeking direction to 'investigate and identify anti-national forces and the funding behind the anti-CAA protests Delhi'.   #CAA"
4582,,0,Fri Feb 28 05:35:48 +0000 2020,"Please don't make India like seen few decades back(babri masjid,godhra and Mumbai blasts).We as an Individual of this country should raise the voice against all odds in a better way.  Spread love not hate.  #CAA #StopProvocation #DelhiRiots #OneNation #JaiHindðŸ‡®ðŸ‡³"
4588,,0,Fri Feb 28 05:35:20 +0000 2020,"@ansh_bx @Aam_Nationalist Lower caste ppl and leaders cares for nothing but their castist politics when we wr fighting for #CAA they wr asking for blue ticks on twitter , when Shaheen Bagh was happening they wr asking caste based census. How Modi blames e"
4604,Delhi,0,Fri Feb 28 05:33:28 +0000 2020,"Get a new bill and give same benefits to Baloch, Pashtuns as given to non-muslims with #CAA. They all will lose the ground.  @AmitShah @narendramodi #Delhigenocide"
4614,,0,Fri Feb 28 05:32:09 +0000 2020,@ansh_bx @Aam_Nationalist First the so called lower caste parties like BSP and JDU supported #CAA bill. Later when they saw movement against it they lift their support.  Secondly many of the lower caste ppl are Andh bhakts to and the mob contains more of 
4633,,0,Fri Feb 28 05:29:11 +0000 2020,Provocation is resulting into violence causing loss of various lives and further making the democracy a joke. Half of the people or I say most of the people who are protesting against #CAA are not aware of actually what this act is and how it will result into
4636,Proud Hindu Nationalist.,1,Fri Feb 28 05:28:54 +0000 2020,"@_sabanaqvi persecuting? all minorities live freely in India. Only one -muslims insist on being separate from others, dress different,look different,now going about burning property,shooting,killing people and through crafty crooks like u,claim victimhood"
4654,"New Delhi, India",0,Fri Feb 28 05:26:46 +0000 2020,"#SupremeCourt  Ehtesham Hasmi vs. Union of India Diary No-2081-2020 Before-Justice N.V. Ramana and Justice V. Ramasubramanian  Facts-This petition has been filed against Citizenship(Amendment)Act, 2019,alleging it to be unconstitutional   Today-Petition has been withdrawn.  #CAA"
4730,"West Midlands, England",0,Fri Feb 28 05:17:50 +0000 2020,"Akbaruddin Owaisi,Sharjeel Imam, Amanatullah Khan, Waris Pathan, and all other Urban Naxals made provocative speeches during #CAA protests that were ignored.Had all these elements and Shaheen bagh protestors dealt with iron hands,38 lives could be saved."
4795,,0,Fri Feb 28 05:10:33 +0000 2020,The Citizenship Amendment Act #CAA grants Indian citizenship to the minorities who fled the neighbouring countries of India and took refuge here. They were persecuted and hence came to India.  #CAA is valid. #CAA is not unconstitutional. #CAA should stay.
4860,Delhi,0,Fri Feb 28 05:04:10 +0000 2020,@DM_Shah91 @CarelessPatriot @Harshi_Hj @narendramodi177 @Javedakhtarjadu Why don't you people file a plea against the #CAA in Court and wait for judgement instead of blocking Road? Why such illogical protest if we have law and court in the country?
4978,Bangalore,0,Fri Feb 28 04:55:20 +0000 2020,Unsolicited comments from Pink Floyd's Roger Walters and Bernie Sanders about #CAA and #DelhiRiots underlines India's growing dominance as a global power under #BJP and @narendramodi's leadership
4979,,1,Fri Feb 28 04:54:50 +0000 2020,"RT @PriyaAg74096656: @ishkarnBHANDARI Sir more than these....we the supporters of #CAA or  #Modi ji, are being attacked morally, by all thoâ€¦"
4981,"Mumbai, India",0,Fri Feb 28 04:51:53 +0000 2020,@RanvirShorey Where is trust when some in media and opposition with knowledge spread lies about #CAA and instill fear among minorities just because they hate PM..trust should not be one way
4982,Delhi,0,Fri Feb 28 04:51:40 +0000 2020,"@Ram_Guha Under the able leadership of the most successful and competent Home Minister Shri @AmitShah, #Kashmir has been resolved with return of peace and elimination of terrorists. Path of construction of grand #RamMandir opened. But miscreants like you "
4987,Mumbai ,0,Fri Feb 28 04:44:36 +0000 2020,"@sardesairajdeep Why are you not making the conspirators of this arson gang ? Who had planned the attack at least 3/4 days in advance. See preparations! you are telling they are #CAA protesters , and peaceful, my foot, bloody asaholes creating disruption "
4990,Third planet,0,Fri Feb 28 04:42:30 +0000 2020,"@YusufDFI If only such people had gone earlier and explained about #CAA and scope for dialogue, we could have avoided needless bloodshed.   But would they have been heard at all?   The people(?) were probably intent on feeding the monster."
4993,Mother Earth's Lap,0,Fri Feb 28 04:34:57 +0000 2020,"I mean, just look at it! Some are going as far as blaming @narendramodi for passing #CAA, which led to the violence. Call me whatever, but #CAA is actually working as a filter for sane and insane.I call out @asadowaisi to say something. He is comfortably silent."
4994,"Pune 411003, India.",0,Fri Feb 28 04:32:32 +0000 2020,@aoneamit Opposition by Muslims to #CAA is totally for reasons of Ghazwa E Hind type of thought process with support and instigation of the Opposition Parties.
4996,"Mumbai, India",0,Fri Feb 28 04:25:22 +0000 2020,"@sagarikaghose @timesofindia @BJP4India should arrest hate mongers and fear mongers who steadfastly refused to accept the Countries PM &amp; HM, the highest office in India, assurances that #CAA isn't anti Citizen! Nor did they accept the Shahi Imam assur"
4997,,0,Fri Feb 28 04:20:02 +0000 2020,@chetan_bhagat Are you serious ? We are busy with Hindu Muslim #caa forget all that bro join #delhi see how they are killing each other and you have money enjoy bro . Our economy wonâ€™t fall #jai shree ram    Till #modi ji there
5002,,0,Fri Feb 28 04:10:07 +0000 2020,@byadavbjp @sambitswaraj Dont worry sir..Maybe this is peaceful protest for Anti #CAA protesters  and peaceful protest for Seculear people's
5003,New Delhi,0,Fri Feb 28 04:07:19 +0000 2020,@Javedakhtarjadu And your name is Javed and you are sitting safe writing this bogus tweet. This is the beauty of democracy only criminals will be behind the bars not everyone. #SaveDelhiHindus  #ISupportAmitShah  #CAA
5005,Planet Earth,0,Fri Feb 28 04:01:56 +0000 2020,@sagarikaghose U r responsible also by ur fake narrative and fear mongering of #caa !
5007,,0,Fri Feb 28 03:55:07 +0000 2020,@ReallySwara You are one of those that incited people for these riots. You very well knew what is #CAA and it does not affect any Indian Muslim's. But just to ensure a political mileage and for the money paid to you. You made common people murderers
5008,"Mumbai, India",0,Fri Feb 28 03:52:40 +0000 2020,@sardesairajdeep @htTweets Not Riots but Planned attack on lines of #DirectActionDay were Planned at #SaheenBaugh #BiasedMedia helped and provoked them by False fears of #CAA but more it was failure of @AmitShah to prevent N control it Hundreds of Innocen
5018,"New Delhi, India",0,Fri Feb 28 03:02:43 +0000 2020,@AbdullaPM13 @Arnav08745921 Block public road  in the name of #CAA_NRC_Protests not fair for society.  #saheenbagh blocked in last 2/3 months and now anti #CAA protesters want to block #Jafrabad road . #DelhiViolance just reaction of public dissatisfactio
5020,At Sea,0,Fri Feb 28 02:58:31 +0000 2020,@Foot_in_mouth86 @ReallySwara And scores of other people who never choose to tell the truth to the people instead resorted to fear mongering to further their own interests. These people should be called in court and asked to explain how #CAA is against an
5022,"Hyderabad, India",0,Fri Feb 28 02:45:06 +0000 2020,"@madhukishwar #Nautanki hai. Nothing but all fuss.  Insha ALLAH we will make sure the #CAA be declared unconstitutional very soon. There is no rest until then.  Are you listening @asadowaisi BTW where are you, could see you and your office bearers only on"
5024,Main Gate India. ,0,Fri Feb 28 02:25:08 +0000 2020,#Delhigenocide it's time to put out the fire #CAA is here to stay. Get on with life and screw the Congress Party.
5025,,0,Fri Feb 28 02:23:04 +0000 2020,"If there is such a strong resistance for #CAA , why canâ€™t central government put a hold on it for 6 months, educate people of its benefits and then take a decision. Why so stubborn  #CAAProtest #CAAProtests #AntiCAA #AntiCAAProtest #DelhiRiots #bjp #Kejriwal"
5026,,0,Fri Feb 28 02:23:03 +0000 2020,"Neither #caa supporters, nor #AntiCAA protesters are innocents. Delhi police should take strict action against each miscreant either he is from #bjp , #aap or #congress. Lock them up and do a detailed investigation  #DelhiRiots"
5029,,0,Fri Feb 28 02:08:40 +0000 2020,@Geeta_Mohan @seemasirohi And how is #CAA law both RACIST and FASCIST? Is it discriminating against WHITE people?
5032,"à¤—à¥à¤œà¤°à¤¾à¤¤, à¤­à¤¾à¤°à¤¤",0,Fri Feb 28 01:58:27 +0000 2020,@KeshariPunam @khanumarfa @Javedakhtarjadu @Shehla_Rashid @RanaAyyub @ShekharGupta @ReallySwara  @BDUTT U all must reflect coolly and give a fitting answer which should not be illogical like saying #CAA is anti-muslim!
5033,"San Francisco, CA",11,Fri Feb 28 01:58:22 +0000 2020,The times have gone of fooling the nation by your highly camouflaged agenda full of deceit by holding Tricolour in hand and singing National Anthems in the orchestrated protests against a constitutionally legal and democratically enacted #CAA.
5036,"San Francisco, CA",13,Fri Feb 28 01:54:30 +0000 2020,"Did you not show your open opposition to revocation of #Art370, passing of #TripleTalaqBill and #CAA ? Was your support to #ShaheenBaghSham not painted with a coat of Islamist Allegiance ? Have you not been in support of all such sections engaged covertly in a war against India ?"
5039,,0,Fri Feb 28 01:44:44 +0000 2020,"@ReallySwara Hmm when same girl will run behind you and ask you comfortable question about did u read #CAA &amp; if NRC drafted or not , then will see"
5040,"Kerala, India",0,Fri Feb 28 01:43:38 +0000 2020,"@rejitweets Same time you are not worried about minorities in #Pak, in that case you are arguing for majority of that theological nation on #CAA. Double standard and clearly reveals you are anti #hindu simple"
5042,,0,Fri Feb 28 01:42:49 +0000 2020,"Western folks, Do not comment on India's 'fascist', 'racist' regime and our  citizenship law #CAA  if you have no idea about it.  The #CAA gives citizenship, doesn't take it away, as minorities in our country are constantly being told."
5044,,0,Fri Feb 28 01:33:48 +0000 2020,"@KenRoth Have you any time wrote on what's going on by such #Islamic leaders? Or you are afraiding of them ? Have you seen what #zihadi are doing bin #Delhi from past 2 months ? , Somany #Muslims speeches nothing happened and @KapilMishra_IND  speak it ha"
5045,,1,Fri Feb 28 01:01:14 +0000 2020,"RT @rpsharma1510: @Ram_Guha You sly, manipulative crook, Hindu lives have always been expandable for you. You have sold your soul, insteadâ€¦"
5046,,0,Fri Feb 28 00:46:45 +0000 2020,@ShaheenBagh_ @BBCWorld @RanaAyyub That time ain't too far when Indian Muslims will be forcibly displaced of India and they will have no state to call their own. Their fate will be same as Rohingya Muslims and the world will remain silent and just watch! 
5049,,0,Thu Feb 27 23:39:00 +0000 2020,"@varghesej835 @TheDeshBhakt @KapilMishra_IND Only his voice broke the jinx between anti #CAA protesters and rest to uncover the biggest conspiracy of violent riot against Hindus throughout India,Delhi and NCR becoming the epicenter.Why #Jaffrabad Metro St"
5050,"Dehradun, Uttarakhand.n",0,Thu Feb 27 23:38:49 +0000 2020,@ANI U are one  provoking  people against #CAA and allowing them to agitate in #ShaheenBaghs for political gains.
5052,Hindustan.,0,Thu Feb 27 23:13:30 +0000 2020,"#ISupportAmitShah  Subhodhayam Graha MantriJi. I, place my absolute faith on you, and extend my fullest support, in your handling of #DelihiRiots against #CAA by Anti National Elements. #Time_Now_For_UCC #ISupportAmitShah  From A Bharatvashi. Jai Hind! ðŸ‡®ðŸ‡³ðŸ‡®ðŸ‡³ðŸ‡®ðŸ‡³"
5054,,0,Thu Feb 27 22:50:22 +0000 2020,"@mjk_ind @saliltripathi @AOC Surely you mean persecuted not prosecuted. Now be a good lad and type that tweet out again.   BTW do you know how many times the word persecuted appears in #CAA? Have a guess. ""Go on punk, make my day"""
5055,Vale Ã¨ Silica,0,Thu Feb 27 22:44:41 +0000 2020,"@omarali50 35 years back Muslim mobs led by Mullahs protested #ShahBano judgment giving her alimony w slogans to destroy &amp; dismantle every brick of the Indian SC. In 2020 we are where we are. More they protest against #CAA, more it will harden positio"
5059,"Patna/Ranchi/Mumbai, India ðŸ‡®ðŸ‡³",0,Thu Feb 27 22:00:37 +0000 2020,@iamjohnoliver Thanks for telling the world including India that we have a great symbol of love #TajMahal and India deserves more than the temporary symbol of Hate #NarendraModi . Huge love and respect from #India ðŸ‡®ðŸ‡³ðŸ™ðŸŒº for the awesome episode 
5061,,1,Thu Feb 27 21:45:21 +0000 2020,"@anushasomething Sadly all of the above is true in Muslim countries. When laws and hundreds of years hatred against other religious minorities is enshrined in to the very fabric of society, you will know what hate against minorities looks like. We should "
5062,,0,Thu Feb 27 21:43:32 +0000 2020,"@rogerwaters being role model to many itâ€™s advised you read what #CAA is all about, before preaching anything against it and making yourself look like a damn fool."
5065,.,0,Thu Feb 27 21:31:33 +0000 2020,@AsYouNotWish The media should be blamed for making these people relavent. She is an actor and the last film I knew of hers was Veer di Wedding released ages ago which was a disaster. And the media is making a hero out of these trivial personalities. #CAA
5072,,0,Thu Feb 27 21:00:55 +0000 2020,"@Live_Hindustan India pays no heed to what House of lords or servants think. We are a sovereign nation. John Montagu can go and take all muslims from Pakistan, Afghanistan and Bangladesh if he want. India will take only the persecuted minorities. #CAA #Ho"
5073,,0,Thu Feb 27 20:54:10 +0000 2020,@patriotic_tweet @AimimFansClub Die is cast...Future of Indian Muslims is written on the wall.  There's no future for the weak and timid.   Muslims should have actively supported Kashmiri brothern in past...criminal neglect indeed. Time to unite and fight
5074,"New Delhi, Delhi",0,Thu Feb 27 20:38:07 +0000 2020,@SecPompeo @USAmbIndia @realDonaldTrump Delhi was burning under the worst anti Muslim riots in last three decades ..do u also share same values on #CAA and Human rights violation in Kashmir @oicarabic @UNHumanRights
5076,#VERYassertiveALOHA,0,Thu Feb 27 20:13:23 +0000 2020,"@ChateauRuby @Chippy4Peace @johncusack @DonnaLynnNH Yep, and the inherent pun of, ""The company we're KEPT by"". #CAA #UTA"
5077,,0,Thu Feb 27 20:08:57 +0000 2020,@SobdarBaloch_ @narendramodi #CAA is already passed and those who object will be put down brutally .
5079,northern hemisphere,0,Thu Feb 27 19:57:56 +0000 2020,"Thanks to the #PrimeMinister #Modi who asked ppl to identify anti #CAA protesters by thr clothes, #Hindutva #fascists have now identified those ppl in #Delhi #Pogrom2020, and Modi must be very pleased...may he be damned! Laanat hai uspe."
5080,"Bengaluru, India",0,Thu Feb 27 19:56:19 +0000 2020,@sardesairajdeep @_YogendraYadav @AmanSinhaLaw @Pawankhera @raghav_chadha All those who exaggerated #CAA and spread lies about it .. itâ€™s a very very clear matter !
5081,"Noida, India",0,Thu Feb 27 19:50:08 +0000 2020,"@Mdzeeshanayyub For too long you and your bigoted cabal has been spreading fake, distorted,factually incorrect info about #CAA.You sicktard people are equally responsible for these deaths, who are just inciting people while enjoying all the comfort #Urban"
5083,"Amritsar, India",0,Thu Feb 27 19:46:48 +0000 2020,@aslamkhan374 I think I was watching news this information given my news What do I have to do with you people? Why you stand against #CAA   This act doesn't harmful to you and your people this act only for Hindus or sikhs who suffer so many problems in Pa
5084,,0,Thu Feb 27 19:46:19 +0000 2020,"Thank you @BDUTT @Nidhi @ShashiTharoor @INCIndia @RahulGandhi @rahulkanwal @ReallySwara @RanaAyyub for enlightening the #DaraHuaMusalmaan and spreading fake #CAA fear, you have the blood of all the innocent Hindu and Muslims on your hands #DelhiRiots2020"
5085,"Bengaluru, India",0,Thu Feb 27 19:45:46 +0000 2020,"@MahuaMoitra Professor..You people instigated poor Muslims in the name of #CAA. Created fear among them, though CAA is not going to affect any Indian Muslims. You supported road blocks ..All the opposition parties and BJP leaders are the culprits !"
5086,"Mumbai, Nasik, Pune",0,Thu Feb 27 19:41:11 +0000 2020,"Looking at the global stats with respect to #CoronaVirusUpdates , #India is suffering from a bigger virus, peddled lies about #CAA . #lutyensgang #LutyensMedia is the sole cause for unrest in the nation. Hopefully, @HMOIndia and @PMOIndia  are monitoring them for watertight case!"
5088,INDIA,0,Thu Feb 27 19:40:30 +0000 2020,@AJEnglish and as these countries are Islamic republic Muslims are in majority  there. Please don't mislead people by wrong information. ITS #CAA law.
5090,Netherlands,0,Thu Feb 27 19:39:41 +0000 2020,#CAA #CAAProtests #India -- 34 shocking mobile phone videos on serious #police #brutalities downloaded and documented giving a clear answer on the answer on the question is the police siding with sectarian fascist hindus? answer is squarely yes. They are themselves hindu
5092,India,1,Thu Feb 27 19:31:16 +0000 2020,RT @abhi_dll: No one loss their citizenship because of #CAA but 38 people died gruesomely. It's time to identify and quarantine people wellâ€¦
5102,Ocean,0,Thu Feb 27 19:01:25 +0000 2020,@DrAmazingDev @BDUTT @sardesairajdeep I am sorry. But I disagree with such twisted thinking in pursuit of a general definition. In this politucal game of correctness millions have suffered. They are not corona virus. They are HUMANS. so think of those per
5103,"Noida, India",3,Thu Feb 27 18:59:40 +0000 2020,While people continue to protest and demand withdrawal of #CAA  @BJP4Delhi top leadership will continue with it's rallies in support of the Act Bhubaneshwar on 28th Feb by @AmitShah  Kolkata on 1st March by @AmitShah &amp; @JPNadda  Hyderabad on 15th March by @AmitShah
5104,Ocean,0,Thu Feb 27 18:57:40 +0000 2020,@DrAmazingDev @BDUTT @sardesairajdeep The persecution in neighborhood countries is based on religion. It is religion specific.Hence #CAA has to specify the persecuted. That is the clear and best way to point nose at Islamist nonsense. Politically incorrec
5106,KOLKATA,2,Thu Feb 27 18:48:09 +0000 2020,"I am shameful for being Indian n And seeing innocent people getting killed, Kya kasoor hai? Danga Karne waalon ka koi dharm aur imaan nahi hota...where are the hypocrites #UrbanNaxal #pseudojournalism #à¤¹à¤¿à¤‚à¤¦à¥à¤“_à¤•à¥‹_à¤®à¤¾à¤°à¤¨à¤¾_à¤¬à¤‚à¤¦_à¤•à¤°à¥‹  Kya Mila #CAA #NCR # NPR ka virodh karke...SAD STORY"
5107,India,0,Thu Feb 27 18:48:07 +0000 2020,"London's  low skilled migrants are not going to allowed in UK.   USA has clear Muslim ban and sending back illegal immigrants.   Canada choose it's immigrants via application, and no poor has been adopted.   India had no clear law for migrants. Having now in form of #CAA"
5108, INDIA,1,Thu Feb 27 18:47:07 +0000 2020,RT @abhishek_v_1: Please send me the #unedited_videos of all hate speeches given on different platforms in country against #CAA. I'll colleâ€¦
5110,India,0,Thu Feb 27 18:44:25 +0000 2020,"Problem with India right now is well established â€œthe left ecosystemâ€ designed by sick-liberal-leftists-politics and ISI.  The money it involved has lured sickular Hindus, MSM, SM propagandists, Bollywood dumbos, anti-nationals and radical Islamists.   #CAA  #DelhiRiotTruth"
5111,India,1,Thu Feb 27 18:40:34 +0000 2020,"Please send me the #unedited_videos of all hate speeches given on different platforms in country against #CAA. I'll collect them and create a audio/video document, and send it to Law Ministry for #NCRB. @iSinghApurva @Shehzad_Ind @HarshVardhanTri @Saraswatik4 @abbas_nighat #RTW"
5114,,0,Thu Feb 27 18:34:46 +0000 2020,@fayedsouza @ReallySwara For those who immediately after passing of #CAA bill democratically spread lies and made it Hindu Muslim issue  YOU ALL BASTARDS KNOWS WHO YOU ARE  congratulations
5117,Mumbai,1,Thu Feb 27 18:25:44 +0000 2020,RT @SuhasiniW: @sardesairajdeep @IndiaToday Who started it? Who planned it? What was the agenda when all the matter on #CAA was crystal cleâ€¦
5118,India,0,Thu Feb 27 18:24:44 +0000 2020,#Rajinikanth slams center.  #Rajini is stretching his legs in two different directions on #CAA and #AntCAA  He is going to fall down
5121,London,1,Thu Feb 27 18:17:46 +0000 2020,RT @BasuAshis: Listening to @divyaconnects speaking with @lukejones03 on @BBCOS...balanced reporting! Good explainer on the #CAA by @insaf_â€¦
5123,,0,Thu Feb 27 18:13:24 +0000 2020,"Desert cult jihadists, fueled by Congress, commies and AAP,  killed our Hindu brothers and sisters because they are outraged against #CAA, which is designed to shield the endangered minorities in islamic fascist countries of Pakistan and bangladesh against similar barbarism!  ..."
5128,"Amritsar, India",1,Thu Feb 27 18:04:44 +0000 2020,@happyti47693534 @FLOTUS few people those seating the Shaheen Bagh  against #CAA  are responsible to ridiculous strike in the delhi and kill 30 hindus including policemen These people try to destroyed my country image But he could not succeed in his cause
5133,,0,Thu Feb 27 17:53:11 +0000 2020,"@GAUAHAR_KHAN Even I,we all would've done samething. But have you got the answer why did the mob closed #Jaffrabad Metro Station all of a sudden when Prez Trump was on visit? The intent was clear and it's the anti #CAA brigade orchestrated the violence. T"
5140,,0,Thu Feb 27 17:34:40 +0000 2020,"The protest about caa is probably the best example to show that education is not just reading and writing, it is about understanding. Most of the people who can actually read the act are acting according to what they are made to understand. #CAA #delhivoilence"
5142,India,0,Thu Feb 27 17:28:34 +0000 2020,"@mystic_pri You know what instigated those riots in Gujarat? And that fear mongering among uneducated masses in the name of #CAA &amp; ""secularism"" shown colours. If a person get k!||â‚¬d just bcoz he had a sticker of Jai shri Ram on his motorcycle then u"
5144,Kentucky United States,0,Thu Feb 27 17:25:11 +0000 2020,@Geeta_Mohan @KhanAmanatullah would be the next to be booked. He has been peddling fake news against #CAA for long time and must be involved like #TahirHussainAAPkaTerrorist in #DelhiRiots too!
5145,India,0,Thu Feb 27 17:23:54 +0000 2020,"Mr Trump knows Mr Modi and Modi knows Trump.Both needed each other for their political survival ,in sometimes undemocratic ways. #CAA   #CAAProtest   #TrumpInIndia   #POTUS"
5148,Jamnagar,1,Thu Feb 27 17:17:46 +0000 2020,No one loss their citizenship because of #CAA but 38 people died gruesomely. It's time to identify and quarantine people well in advance who are threat to the social ecosystem and coexistence. #Delhigenocide #TahirHussain
5149,"Kolkata, India",1,Thu Feb 27 17:17:45 +0000 2020,"@Rajendra195401 @ShashiTharoor #CAA is a biased ruling but if someone suggests that peaceful protests led to this warzone, they have another thing coming. And our patience level will require medical attention. We blame everyone except the mob of course."
5152,"Noida, India",0,Thu Feb 27 17:09:55 +0000 2020,@BDUTT Bekaar hai aapki reporting @BDUTT This is the time when Delhi needs the support of nation and you guys are supporting these anti #CAA #goons Shame on you #JisThaliMainKhate ho ushi main cheed karte ho
5156,Bharat,0,Thu Feb 27 16:56:12 +0000 2020,@fgautier26 says it very well. #Hindus and @BJP4India are not communicating effectively. If #CAA was called PersecutedMinorityRefugees Act it would have ended 50% of the false perceptions.  #ExposeWesternMedia
5157,Kentucky United States,0,Thu Feb 27 16:53:43 +0000 2020,"@sardesairajdeep Sonia Gandhi, Rahul Gandhi &amp; Many #Commie full time leaders like @_YogendraYadav &amp; half time leaders (#AAP_à¤•à¥‡_à¤†à¤¤à¤‚à¤•à¥€) like @SanjayAzadSln &amp; @msisodia and many #lutyensgang in media who were peddling fake propagand"
5159,"Bengaluru, India",0,Thu Feb 27 16:50:11 +0000 2020,@fayedsouza You and people who spread wrong info about #CAA are among them too
5162,"Mysore, India",0,Thu Feb 27 16:42:55 +0000 2020,"@mahrukhinayet Why you did not advice the protestors, 99% muslims,  about #CAA and it's no effect on Indian Muslims..? You work for  @ThePrintIndia and it is suffice to show who you are.."
5163,India,0,Thu Feb 27 16:41:27 +0000 2020,"@A_SimpleCitizen Now as a muslim I have no choice of getting citizenship through CAA as well, don't you think it's injustices?  Non muslim wil get citizenship through #CAA as foreigner ...  I can't be a foreigner for my county. It's my right to question a"
5164,India,0,Thu Feb 27 16:36:34 +0000 2020,"@A_SimpleCitizen If u &amp; me dont hav doc of 1971, we both wil be sent to detention camp, hindu brothers will have a choice to file petition for citizenship under #CAA and how much time it wil take to get ur citizenship it depends on the court, you can "
5165,Gandhi's Gujarat,0,Thu Feb 27 16:35:15 +0000 2020,Hindus in national capital itself are not safe and govt wants to save Hindus of Pakistan and Bangladesh. #CAA #SaveDelhiHindus #DelhiViolence #sarcasm
5168,India,0,Thu Feb 27 16:32:24 +0000 2020,"#TahirHussain is just the beginning,  the #DelhiPolice and @HMOIndia must investigate into everyone of the #AamAadmiParty leader and member and all of those politicians, actors and media men who have spread lies on CAA and created fear in minds of muslims since #CAA came in force"
5171,Canada,1,Thu Feb 27 16:25:01 +0000 2020,"Listening to @divyaconnects speaking with @lukejones03 on @BBCOS...balanced reporting! Good explainer on the #CAA by @insaf_abbas   â€œThough Delhi is a state in itself, and has its own Chief @ArvindKejriwal the police report to the Federal Governmentâ€. Strange!  #DelhiViolence"
5172,"Mathura, India",0,Thu Feb 27 16:23:48 +0000 2020,"@iMalkeet @Shivamchbjp @boxervijender @narendramodi @KapilMishra_IND They were opposing price of various goods and GDP at that time. They didn't opposed #CAA like acts. For your kind information, Indian economy has become 5th largest according to @wef cur"
5178,,1,Thu Feb 27 16:20:32 +0000 2020,RT @skalpanap: @khanumarfa islamists are protesting #CAA the logic being why cant those leftover hindus just submit to islam and lead livesâ€¦
5181,,3,Thu Feb 27 16:16:48 +0000 2020,"@sagarikaghose @DelhiPolice The mob that starts killing people because a person demands that the siege to the city of Delhi be lifted and roads be cleared is the culprit, the defenders of such mobs are the culprit and those who instilled fear of #CAA in t"
5190,"Harrison, NJ",0,Thu Feb 27 15:59:29 +0000 2020,"#CAA Aims clearly at making it easier for religious minority in countries which have declared themselves as secular or have a single ethnic majority, lately persecuting these groups. How is this ACT biased? People need to wake up and not be a tool of political agenda."
5192,,0,Thu Feb 27 15:54:22 +0000 2020,"Then the judgement of #Ayodhya they again tried to destabilise the Nation,but again failed.  The third attempt that these snakes tried was after #CAA   And this time they succeeded.   SBag was the ground preparation for the riots, where people gathered,did their part &amp; ran away"
5197,"Troy, MI, USA",0,Thu Feb 27 15:48:59 +0000 2020,@sumanthraman @mkstalin #DMK will face the similar situation like Cong in north India. Too much #appeasement caused them to lose #Hindu votes. Now #Muslims also learnt that Cong was using them just for votes. Now both Hindus  &amp; Muslims are not voting 
5206,,14,Thu Feb 27 15:40:56 +0000 2020,Dear Hindus if you are not awaken yet after seeing/ reading about the Anti #CAA / Hindu Protests all across India then We are bound to be Slaves once again. Do you want such scenario or wish for a Happy and Free Hindus. Decide fast time is running out. Jai Shri Ram
5207,India,0,Thu Feb 27 15:37:51 +0000 2020,"@Vikram_IAF Such (un)professional editing to create a false narrative for saving a small time street thug means that this entire #CAA drama is fueled by bigger powers, with deep pockets and brains to steer it against Modi"
5213,Ã§'est la vie,0,Thu Feb 27 15:30:51 +0000 2020,"Shamed that @pinkfloyd @rogerwaters  feels persecuted religious minorities of Bangladesh, Pakistan and Afghanistan should not be given relief by 6 years to gain Indian Citizenship. Because they deserve death? #CAA . Ashamed to ever listen to these populist real facist."
5214,Maharashtra. India,0,Thu Feb 27 15:24:27 +0000 2020,"Modi-Shah let 'Purchased' Goons from Western UP  vent their anger over the #CAA peaceful protests And once they had their fill under visible police protection, Doval was despatched to put a full stop, which he seemed to have done successfully. #Delhigenocide #DelhiRiots2020"
5218,"Rewari, India",3,Thu Feb 27 15:18:08 +0000 2020,"@DVATW @vauttam Thanks David for sharing your viewpoint !!  Sadly, many liberandus and sickulars can't see what #CAA is. They are busy doing #AntiHinduRiot , I mean imagine what's propaganda these Anti-nationals playing.  They are mentally sick !!"
5219,à®¯à®¾à®¤à¯à®®à¯ à®Šà®°à¯‡ à®¯à®¾à®µà®°à¯à®®à¯ à®•à¯‡à®³à®¿à®°à¯,8,Thu Feb 27 15:17:58 +0000 2020,"The fact is #CAA doesnâ€™t impact Indian Muslims but it directly tampers the DNA of India and contradicts with our constitution. While one can appreciate @rajinikanth for criticizing law &amp; order, must acknowledge dissatisfaction in his selective bias on the constitutional disaster"
