,Location,Retweet_Count,Date,Tweets
6496,,0,Wed Feb 26 13:40:44 +0000 2020,"The absolute thuggery and deep #Hinduphobia of ""on the run"" intellectuals of #Bakistan @TahaSSiddiqui and @husainhaqqani is on display. How masks come off #CAA #Hinduphobia #Hinduphobic #Islamists @AdvaitaKala @TVMohandasPai @PrinceArihan"
6497,Guwahati/Kolkata/Bangalore ,0,Wed Feb 26 13:40:39 +0000 2020,@_sabanaqvi @KapilMishra_IND Be ashamed you are more responsible for relentless spreading fake news about #CAA and provoking Muslims for uprising against the State.Your hatred for India and anything Hindu is well known. You are an agent of Foreign Handler
6499,"Gulbarga, India",1,Wed Feb 26 13:37:25 +0000 2020,Salute to Anti #CAA protesters who are on streets for peaceful protests from past two months Their allegiance to Constitution and Democracy is amazing   There was no single incidents of #violence by Anti CAA protesters  But  two days of protest by pro CAA protesters burning India
6500,,0,Wed Feb 26 13:37:23 +0000 2020,@BDUTT @washingtonpost Ha ha so that means protestors also took the fake propaganda spread by you on #CAA bill and never drafted NRC seriously ?
6501,"à¤—à¥à¤œà¤°à¤¾à¤¤, à¤­à¤¾à¤°à¤¤",0,Wed Feb 26 13:31:01 +0000 2020,@khanumarfa First misguide people and then begin to shed tears; didn't u kept telling people that #CAA will take away your right to citizenship which is a blatant lie; u think people won't see through your real design.
6502,IT,0,Wed Feb 26 13:29:43 +0000 2020,"@BJP4India @JPNadda It is a time, to take strict action on #ShaheenBagh organizers and anyone who is spreading false information on #CAA. It is stupidity for not arresting miscreants. Update the laws and constitution. We don't want any such laws that are "
6504,,0,Wed Feb 26 13:28:42 +0000 2020,I never ever tolerate any kind critics about you @narendramodi and  @AmitShah  Please arrest all kind of people who are miss guiding certain community over #CAA Deal with iron hand  people are with you If you don't do now  It's embracement to people like us who trust you blindly
6506,India,0,Wed Feb 26 13:28:21 +0000 2020,"@iamjohnoliver #WrongInformation #CAA does not affect any #INDIAN citizen. Act is just 3 pages, should've read it.  U r so wrong that its not even funny!  Slow Claps for your poor #comedy and #unethical #journalism ðŸ‘ðŸ»"
6509,,0,Wed Feb 26 13:26:35 +0000 2020,@carin__fischer These so called experts and authors are trying to link #kashmir freedom struggle with the Indian citizens protest against the #CAA. These scumbags will do anything to make this look like one. #DelhiRiots2020  #KashmirWantsFreedom
6512,"à¤—à¥à¤œà¤°à¤¾à¤¤, à¤­à¤¾à¤°à¤¤",0,Wed Feb 26 13:22:36 +0000 2020,"@RanaAyyub No, he is wrong; so long as people like u will spread lies about #CAA, pat people on back for breaking law all the time and demand for no valid reason to scrap a law passed by both houses in Parliament, nothing will b normal. Govt should help u"
6513,"New Delhi, India",0,Wed Feb 26 13:16:39 +0000 2020,"Doing nothing about is the same as pulling a trigger, it puts blood in on all of our hands. We need to do something. And that means changing the law. That means accepting the fact that India, in 2020, need a new gun policy. @narendramodi @AmitShah  #CAA #CAA_NRCProtests"
6515,"Mumbai, India",1,Wed Feb 26 13:14:30 +0000 2020,RT @deepaggarwal1: @mukeshdixit @AmitShah @rsprasad @PMOIndia @rawnksood #CAA doesnâ€™t impact any Indian citizen leave alone a Muslim. CAA iâ€¦
6519,"New Delhi, India",0,Wed Feb 26 13:09:50 +0000 2020,3 big mistakes by @narendramodi   1. Not addressing the nation on the day of passing of #CAA law 2. Not releasing full page ads in all newspapers explaining everything 3. Not asking all MPs and MLAs to explain about CAA in their constituencies.   #DelhiRiots2020  #delhivoilence
6520,,1,Wed Feb 26 13:09:47 +0000 2020,"RT @TeenaJoel2: #delhivoilence Thr are Indian hindus who has left the country and had become citizens of other countries, and thr are few mâ€¦"
6521,,1,Wed Feb 26 13:09:13 +0000 2020,"#delhivoilence Thr are Indian hindus who has left the country and had become citizens of other countries, and thr are few muslims who wish to be an Indian citizen. Why the hell should #CAA not allow them! Learn to look at them as a human. #CAA_NRC_Protests #Delhi #ShaheenBagh"
6524,"Bengaluru, India",0,Wed Feb 26 13:04:52 +0000 2020,Death tolls have crossed 23 and 100+ are severely injured including children and women. Police is joining the violent mob in  attacking the protesters against #CAA and the ruling party is continuing the hate speeches.
6529,India,0,Wed Feb 26 13:01:36 +0000 2020,@arifmohmmadk She can't see the things happening to religions other than Muslims..ðŸ˜¡   Instead of crying on Twitter get down there and try to explain the truth about #CAA.
6537,,0,Wed Feb 26 12:55:23 +0000 2020,@Jangid @KapilMishra_IND In democracy majority wins and everyone must abide by the law of the land. Democracy decides what's good to the majority. Majority is irrespective of religion. #CAA nothing to do with any of citizens. Creating havoc is nothing but
6541,"Ahmedabad, India",15,Wed Feb 26 12:52:51 +0000 2020,#CAA is a very simple act which has nothing to do or does not portray any threat to muslims under CAA but from Day1 Indian media has presented it as a threat &amp; totally misguided the ignorant muslim brothers and have driven them to violent protests today. Shame on #JihadiMedia
6542,,0,Wed Feb 26 12:51:02 +0000 2020,@Jangid @KapilMishra_IND He's the man with guts to say right things on face. #CAA passed by Democratic process and should not be with drawn just because of gundagardi of few criminals. It's not their property to block anything to demand their wish. #Delhi
6544,"Pondicherry, India",0,Wed Feb 26 12:42:58 +0000 2020,@rjfahad @PMOIndia one single tweet from muslim maulvis and leaders does #caa does not affect any indian citizens will restore peace..
6545,Akhand Bharat,0,Wed Feb 26 12:42:34 +0000 2020,@omprasad_14 How many times such an issue for providing free way to Ambulances has reached High Court. Looks to me another DRama by #sickulars and #CAA protestor handlers
6549,my world,0,Wed Feb 26 12:33:19 +0000 2020,"@DavidLinden  David Linden asks Boris Johnson about India #CAA, and targeting of #Muslims and Minorities, Islamophobe Boris focuses on Christian persecution in India, totally ignores killings of Muslims. @cjwerleman  #PMQ"
6552,Bangalore and New Delhi,0,Wed Feb 26 12:32:05 +0000 2020,"1/ #Delhiburning #CAA  Judges rarely save lives. Today was a historical exception!  Justice Muralidhar and Justice Talwant Singh of the Delhi High Court might have even averted a replay of the 1984 or 2002 genocide in Delhi.  The last one saw more than a thousand deaths,"
6555,"Mumbai, India",0,Wed Feb 26 12:27:17 +0000 2020,@Payal_Rohatgi Anti #CAA protest should be considered as Anti Hindu protest. Coz persecuted non Muslims are going to get justice. Radilcalized Mullis like Saba &amp; Rana can't tolerate Persecuted Hindus getting justice. Basically these radicalised Muslim
6558,India-occupied Subcontinent,0,Wed Feb 26 12:23:09 +0000 2020,"I think we can safely say that following the #CAA, @BJP4India and @narendramodi have clearly lost the vote of urban millennials. Terrible policy communication and bad optics (loud mouthed MPs/MLAs) have been compounded by a largely inimical media establishment (except Arnab/Zee)."
6562,Mumbai,0,Wed Feb 26 12:18:29 +0000 2020,"What is recently happened in capital of country and the neighboring state in regard with protest against and for #CAA was uncalled for, it shows the collective failure of the state administration @narendramodi @AmitShah @IndianExpress #DelhiViolence #DelhiRiots #CAA_NRC_Protests"
6564,,0,Wed Feb 26 12:15:03 +0000 2020,Delhi is burning Ruots break up in capital city after mr mishra openly threatened muslim to clear the roads and stop protest against #CAA Delhi police osbt stopping stone pelters. #DelhiViolence #CAA_NRC_Protest
6566,,0,Wed Feb 26 12:14:30 +0000 2020,@KarunaGopal1 @republic So gradually #Truth has started raising its head! Now former #MoHA Mr. @PChidambaram_IN confirms #CAA is the issue behind #DelhiViolence. Mainly @INCIndia and its associates who didn't vote for the latest amendment are now part of 
6568,"Bengaluru, India",2,Wed Feb 26 12:13:01 +0000 2020,@LillyMaryPinto @Prasenj92908087 He is not saying We are 100 crore and they are 18 crore .. He is asking every Hindu to support #CAA in every village and city.. hope you got it !
6579,"Chicago, IL",0,Wed Feb 26 12:01:56 +0000 2020,"@RehamKhan1 There is always 2 sides to a story. no Indian is affected by #CAA.why would Indian Muslims worry about providing citizenship to Muslims from neighboring countries ? Simple, they want to outnumber the Hindu population and change India to Darul-"
6580,India,0,Wed Feb 26 12:00:13 +0000 2020,@DelhiPolice should use its all technology to find who is spreading this false news on #CAA and who is responsible for this #DelhiViolence. It is one of the Politicians who is guiding them. And specially i believe its opposite party.
6583,"Okhla, New Delhi",0,Wed Feb 26 11:54:30 +0000 2020,@AmitShah you please take strict action against the accused  Donâ€™t leave them and we donâ€™t want your resign we just want result we have faith in you  #BJP #AmitShah #DelhiRiots2020 #aapketerrorists #CAA
6591,India,0,Wed Feb 26 11:46:46 +0000 2020,@ashisharies174 @Gondyraul @thedevil2896 @mar_basha @Alya_ism @CitizenKamran @kelo3adi @AJEnglish What do you mean by equal citizen ?? Do you even aware of what is  #CAA  ??  And if it's about equality then how about #UCC ???
6594,,0,Wed Feb 26 11:45:42 +0000 2020,We have full faith in @narendramodi  ji and @AmitShah ji. Whatever they will do they will do it for good of the country. #CAA or  any other thing.
6604,,0,Wed Feb 26 11:42:24 +0000 2020,"@AdityaRajKaul Hope she is granted that before Indian ""liberals"" demand that ALL Pakistanis too should be given asylum otherwise it is ""anti-Muslim"" and ""discriminatory"" - after all that's their argument on #CAA"
6608,Mumbai,0,Wed Feb 26 11:40:19 +0000 2020,Everyone for and against CAA is wrong. Let's stop the blame game and the hatred. Is it worth the blood bath? If any Act/bill agitates public to this extend then the government should put a stay on it because peace should always be the priority.#DelhiIsBurning @narendramodi #CAA
6613,mostly on the road,49,Wed Feb 26 11:36:52 +0000 2020,Some #ShaheenBagh cheerleaders are blowing the victory bugle. They think Modi-Shah are on the back-foot after #DelhiRiots2020 and wonâ€™t press for #CAA. They are naive to believe @narendramodi and @AmitShah would allow a parliament act to be overturned by engineered protests.
6615,,0,Wed Feb 26 11:32:51 +0000 2020,"@Frontalfire Congis and Aapists mock at Hindus and Sikhs of not just India, but Pak and Bangla, who would have been  saved by #CAA"
6616,Kolkata,0,Wed Feb 26 11:32:36 +0000 2020,@ANI First spread hatred do appeasement politics and now take out rally for peace it's a MARCH OF DEVILS @INCIndia @priyankagandhi #Congress #IStandWithKapilMishra #CAA
6620,Madras,1,Wed Feb 26 11:24:28 +0000 2020,"RT @indian_metal: @aruns_page @ksmkkbookscom @Rukmini 1. Persecution in BAN, PAK, AFG is based on 'religion' hence #CAA is based on religioâ€¦"
6621,"New Delhi, India",0,Wed Feb 26 11:22:41 +0000 2020,"@BigBongTheory And those chanting ""Desh ke gaddaron ko..."" were well-equipped with the arguments of why #CAA is must. Those goons of Whatsapp University know everything but Jamia, JNU, JU, AMU students are morons.  Constitution guarantees right to dissent"
6622,,0,Wed Feb 26 11:20:43 +0000 2020,"Journalists who put both #ratanlal_shaheed and a rioteer in the same tweet, they are the real Islamists. Dont look for a Khan or Ayyub in their name. They could be a Sardesai or Nidhi too.. #DelhiRiots #WeSupportDelhiPolice #CAA"
6624,singapore,0,Wed Feb 26 11:20:17 +0000 2020,@abhishekangad @IndianExpress This is what some third rate Bollywood actress and Jihadi bootlicking Journos achieved by misguiding Indian Muslims on #CAA .  @RanaAyyub @ReallySwara
6626,Mansoura ,0,Wed Feb 26 11:14:57 +0000 2020,Is this truth treaty between #India and #USA ? #DelhiRiots2020 #CAA  #DelhiRiots  #DelhiBurning
6628,India,6,Wed Feb 26 11:14:07 +0000 2020,"#CAA is okay, #Reservations is not. By invoking reservations and caste #ChandrashekharAzad unwittingly invited savarna/ashraf bile against him."
6630,Sangli,0,Wed Feb 26 11:13:19 +0000 2020,#CAA Can it be made mandatory to display the highlights of act at ecery masjid / mandir in India ? Ket the people know the reality and good prevail over evil... In both religions
6632,New Delhi,0,Wed Feb 26 11:11:48 +0000 2020,We appreciate @CMOfficeUP efforts to punish rioters after #CAAprotest . @myogiadityanath is the master to tackle Anti #CAA rioters. @ArvindKejriwal is a kid in front of Mr. #Yogi and He should take classes from Mr. #Yogi in controlling and punishing Rioters. #DelhiRiots2020
6636,Oman,0,Wed Feb 26 11:04:54 +0000 2020,"For two months nobody said anything in respect of Indians who commute through Kalindi Kunj Road and when some peoples sat on the road in support of #CAA then Jafrabad, Kardam Puri and Kabir Nagar mob came for stone pelting on them. No one saw that. Who starts this?"
6639,Karimnagar,0,Wed Feb 26 11:01:26 +0000 2020,"@Reuzaki3 Yes, since I didn't find any logic in protests in Delhi it's just to create chaos and unsettle United India, #CAA is not harming any Indian nationals it's a political game understand and move on.ðŸ™"
6640,Humanity,0,Wed Feb 26 11:01:00 +0000 2020,@Shaheenbaghoff1 @DelhiPolice @HMOIndia @PMOIndia @ArvindKejriwal Fundamentalist Hindu mob vandalising a mosque in Dehli. Severe violence against Muslims and those against #caa  -#nationalylaws in #India for last few days amid #TrumpIndiaVisit â€œpeaceful
6643,"à®ˆà®°à¯‹à®Ÿà¯, à®¤à®®à®¿à®´à¯à®¨à®¾à®Ÿà¯",2,Wed Feb 26 10:58:49 +0000 2020,"Instead of insisting on playing our national anthem in cinema theatres, we can play it on every temples, mosques and churches in our country once a day. This would dissolve the current situation and in the future also. Kindly consider this for further move @narendramodi #CAA #"
6648,"Mumbai, India",0,Wed Feb 26 10:54:11 +0000 2020,"The day Liberals of India will start showing same anger or even half against the likes of Waris Pathan as compared to what they have shown against @KapilMishra_IND we would believe them and stand with them. But, we all know, that won't happen. #KapilMishra_IND #delhivoilence #CAA"
6649,Elsewhere,0,Wed Feb 26 10:53:53 +0000 2020,"During Arguments in HC on #CAA and #DelhiViolence .  Solicitor General Tushar Mehta says #DelhiPolice is not having picnic, they are facing acid attacks ."
6653,Great Mallu Land,1,Wed Feb 26 10:50:12 +0000 2020,"@aruns_page @ksmkkbookscom @Rukmini 1. Persecution in BAN, PAK, AFG is based on 'religion' hence #CAA is based on religious persecution.  2. At least learn from Pakistan, the technology they have used for identifying their 'actual' citizens. We have not g"
6656,India,0,Wed Feb 26 10:48:20 +0000 2020,#DelhiRiots2020 is bcos of ambitious @ArvindKejriwal @AamAadmiParty who for election sakes raked up #caa and allowed #ShaheenBagh built up which has now started showing violent colours. #SupremeCourt should have ordered removal of protestors. #ISupportCAA_NRC
6659,"Dindigul, India",0,Wed Feb 26 10:42:35 +0000 2020,"@XyzTweeter @PrabhuChawla @narendramodi @AmitShah @PMOIndia @ArvindKejriwal @LtGovDelhi @HMOIndia @RahulGandhi @BJP4India @AamAadmiParty @INCIndia Shutters of drama opened by #pissfulreligion, you have some reasons for protest. #NoIndiancitizenaffected by"
6667,,0,Wed Feb 26 10:22:24 +0000 2020,@Imdanish56 @IrfanPathan Why not speak with the people on Shaheen bagh road to open it up. No one loosing with #CAA . Can police do something when their is a crowd of over 100 people mobilized for a purpose? I can also talk a lot on Twitter and Facebook b
6673,"Hyderabad, India",0,Wed Feb 26 10:17:36 +0000 2020,@CPHydCity @LakshmiManchu We support #CAA and #NRCNPR
6674,,1,Wed Feb 26 10:13:54 +0000 2020,"@Reuters @BBCWorld There are CAA supporters and CAA protesters, who are slims.  Media brokers say police sided #CAA supporters who targeted peaceful slims, that slims are attacked.  Now, officers are killed by rioters.  If police sided CAA supporters, who"
6679,"Jaipur, India",0,Wed Feb 26 10:06:40 +0000 2020,"To all my Muslim brothers, I agree not all Muslims are rioters. But do you justify killing of Ratan Lal, Vinod Kumar, Ankit Sharma and many others in the name of #CAA protests, especially when the home minister himself has assured that not a single Indian Muslim will be affected?"
6681,If there were no Borders..,0,Wed Feb 26 10:00:21 +0000 2020,How is a #WarisPathan  Better than a #KapilMishra and Vice Versa. Inter change their names.. The Values they stand for Remain the Same - Violence- Instigation.  You don't need to defend any. U need to condemn Both. #delhivoilence #DelhiBurns #DelhiIsBurning #CAA #IndiaAgainstCAA
6685,"New Delhi, Bharat",0,Wed Feb 26 09:57:45 +0000 2020,@vivekagnihotri It was against #CAA but the failure of #Delhipolice made it look like against hindus. And lets be honest. Hindus have been violent too in response. #delhiviolence #DelhiRiots2020  #delhi
6686,,0,Wed Feb 26 09:54:43 +0000 2020,@abhishekangad @IndianExpress IB officer is killed by these hate mongers nd throw his body to drainage   For why coz these insane mongers are protesting for #CAA and which is not concern to them anymore.  Enough is enough @HMOIndia has to take some real h
6687,Delhi NCR India,0,Wed Feb 26 09:54:15 +0000 2020,"@Keanu_Tweet has any Nation recently altered its constitution for Citizenships?  RulingElites introduced #CAA and clearly omit Muslims  claim to give Citizenship to  prosecuted non-muslims only from neighboring nations  [no mention of SriLanka, Myanmar,et"
6696,"Mumbai, India",0,Wed Feb 26 09:38:27 +0000 2020,@tavleen_singh You and your ilk politicised #CAA #CAAProtest -Shaheen B  This instigation thru False narrative when No Muslim is affected has fully Politicized this Mayhem  Take responsibility
6698,Gurgaon,0,Wed Feb 26 09:32:19 +0000 2020,"Is our Judiciary is ""party ya broker"" ?  The way they entertained #CAA petitions &amp;didn't ask #CAAProtesters to vacate road..not assured them speedy hearing but instead allowed the anarchy on Indian roads and now blaming everyone else.  @narendramodi @AmitShah @rsprasad ????"
6699,"NCR, India",1,Wed Feb 26 09:30:31 +0000 2020,RT @prasantabiswal: No one has lost citizenship for #CAA but many have lost their lives. Shows how misinformation and half-truth combined wâ€¦
6700,Bhubaneswar,1,Wed Feb 26 09:29:23 +0000 2020,No one has lost citizenship for #CAA but many have lost their lives. Shows how misinformation and half-truth combined with political influence can be devastating. #DelhiRiots2020
6702,"London, UK",1,Wed Feb 26 09:25:52 +0000 2020,RT @AlexDomun: Anyone else not having their money/ vouchers honoured by the #thomascook fiasco? It's an absolute disgrace trying to get outâ€¦
6709,,1,Wed Feb 26 09:17:40 +0000 2020,Anyone else not having their money/ vouchers honoured by the #thomascook fiasco? It's an absolute disgrace trying to get out of paying original compensation #CAA #ATOL I was out of pocket then and even more so now. No answers no contact disgusting
6715,Karachi-Pakistan,13,Wed Feb 26 09:12:48 +0000 2020,"Prime Minister (PM) Imran Khan has said that in India, a Nazi-inspired Rashtriya Swayamsevak Sangh ideology has taken over and warned the world community to take immediate action. #PMImranKhan #India #CAA #Delhi #DelhiRiots2020 #GenocideInDelhi #IndiaAgainstCAA"
6716,,0,Wed Feb 26 09:10:44 +0000 2020,@maryashakil Entire media &amp; Journalists community also must take responsibility of #DelhiRiots for biased (on both sides) &amp; immoral reporting of anti #CAA protests. None of the media displayed ethical behavior. Reported and also hide the incidents
6719,"Kolkata, India",0,Wed Feb 26 09:07:16 +0000 2020,Is this a mere coincidence that during the visit of @realDonaldTrump when entire attention of International media is on India and at that particular week anti #CAA protesters instigated to challenge law &amp; order of Delhi.Â  @BJP4Bengal @BJP4India
6722,,0,Wed Feb 26 09:05:34 +0000 2020,I don't understand why muslim womens are fighting and protesting against #CAA ???  REASON = BJP helped them to get out of #Halala and #TripleTalaq.   #WeSupportCAA  #DelhiIsBurning  #AjitDoval  #delhivoilence  #DelhiFightHate
6731,india,1,Wed Feb 26 08:57:27 +0000 2020,"RT @SG3rrard: Entire left liberals have hijacked the CAA. They spread hate , terror and instigate muslims, who are easily influenced and laâ€¦"
6734,"Liverpool, Kop Grandstand",1,Wed Feb 26 08:54:48 +0000 2020,"Entire left liberals have hijacked the CAA. They spread hate , terror and instigate muslims, who are easily influenced and lash out violently.  In response to the violence,  if people speak, we are extremist and intolerant.  Dont let left and liberals hijack what is right. #CAA"
6736,"Navi Mumbai, India",0,Wed Feb 26 08:54:25 +0000 2020,@ReallySwara @DelhiPolice It is you who invited fellow muslim friends to gather and oppose #CAA
6748,"New Delhi, India",1,Wed Feb 26 08:39:29 +0000 2020,"RT @sarufakhatun: #delhivoilence was just the trial of big dream of #BJP govt by bringing such discriminating laws like #caa , #babarimasjiâ€¦"
6752,,1,Wed Feb 26 08:37:36 +0000 2020,RT @pravatsql: @INCIndia Please stop spreading myth about #CAA and tell the truth to people. Stop instigating one community in the name ofâ€¦
6753,à¤­à¤¾à¤°à¤¤,0,Wed Feb 26 08:36:44 +0000 2020,"@narendramodi Yu as @PMOIndia and shri @AmitShah as @HMOIndia we never thot dat we would see pakistan like environment in d form of shaheen bagh,jamia,jafrabad etc..i think we expected much from you people and after seeing these terrorised situation after"
6754,ðŸŠ City ( NAGPUR ),0,Wed Feb 26 08:36:27 +0000 2020,"@khanumarfa Kilked for suppieting #CAA ? Do you know who was Neeraj Prajapati ? Do you have any idea how your pissful brothers are challenging gov and law and order ? Their plan to eliminate hindus is a forbidden topic for you. Stine pelting , vandalised "
6766,"Sydney, New South Wales",0,Wed Feb 26 08:25:10 +0000 2020,"HE: The problem is #CAA is not equal for everyone. Why not Muslims included in CAA? It should be equal for every religion.  ME: Bhai but it's about persecuted minorities and Muslims are not minorities in Afghanistan, Pakistan and Bangladesh. Why are you not understanding?"
6775,India,1,Wed Feb 26 08:21:58 +0000 2020,"RT @SuperGops: I kept saying through #Caa protests, muslims shouldnt get exploited by politicians naxals and missionaries..didnt listen Wheâ€¦"
6777,"New Delhi, Delhi",0,Wed Feb 26 08:20:20 +0000 2020,@FIROZGOUR14 @RanaAyyub Good and to make sure you don't forget that just get a tattoo done based on all these events....for the time being keep barking as #CAA is here to stay ðŸ˜ðŸ˜ðŸ˜
6789,,0,Wed Feb 26 08:11:25 +0000 2020,"@ashutosh83B @SatyaHindi @BJP4India @SanjayAzadSln @Vaibhav_AAP Not only them, Ami Shah should arrest all those who were spreading rumours about #CAA and misguided minority."
6790,Muzaffarpur ,0,Wed Feb 26 08:10:08 +0000 2020,"killed 100 Hindus around 1-2 years ago but Hindus from Myanmar not included in #CAA. It's only about 3 nations: Afghanistan, Pakistan and Bangladesh. Please understand."
6791,Muzaffarpur ,0,Wed Feb 26 08:10:07 +0000 2020,"HE: The problem is CAA is not equal for everyone. Why not Muslims included in #CAA? It should be equal for every religion.  ME: Bhai but it's about persecuted minorities and Muslims are not minorities in Afghanistan, Pakistan and Bangladesh. Why are you not understanding?"
6792,"Mumbai, India",0,Wed Feb 26 08:08:19 +0000 2020,"Interpretation- that we are for India to be a Hindu rastra which no one said,  but the present situation and many more in the past clearly indicate towards their interests of India being an Islamic rashtra..  ðŸ¤¦â€â™‚ brothers get a life,  it won't happen..  #CAA #CAA_NRC_NPR"
6796,"Ahmadabad City, India",0,Wed Feb 26 08:00:12 +0000 2020,"@BhaktThrones @ReallySwara I appreciate this act of kindness, at the same time I also advise you to stop the people who monger fear, take stand against those who spread hater and who are misinformed about #CAA help them to understand! Muslim ministers exp"
6801,"Prayagraj, India",0,Wed Feb 26 07:56:41 +0000 2020,In recent days the violence happened is not against anything other than rising of India and Indian way of life all around #CAA  #balakotairstrike
6807,kolkata,0,Wed Feb 26 07:53:39 +0000 2020,@halalic What..... Plz go through d draft of #CAA and plz do not spread wrong info to the mass....
6808,Delhi,0,Wed Feb 26 07:52:47 +0000 2020,"@Proletarian1917 The #CAA protests got their goat. They had a beef with just getting 8 out of 70. Sanghis (danghis), needed to assert themselves to get everyone to toe the line, to divert attention from their massive failure on the economic front &amp; st"
6823,"à¤²à¤–à¤¨à¤Š, à¤­à¤¾à¤°à¤¤",0,Wed Feb 26 07:47:05 +0000 2020,"If the #DelhiRiots are to be stopped in Delhi or elsewhere, then the government will first have to stop the #Debate on Hindi Channels in the evening in the evening and somewhere, any kind of #religious or #CAA related debate on any Channels by any name.#AjitDoval #DelhiRiots"
6824,India,0,Wed Feb 26 07:46:37 +0000 2020,"@VIBHORSINGH01 @APalagummi Discrimination was started by #Modi and #BJP. Preach what you can do, don't start with your bullshit chintu.  Fair behavior? Have you even read #CAA?"
6826,,0,Wed Feb 26 07:45:16 +0000 2020,"@India_Policy If, and only if some pro #CAA would have gathered, even in a small number of 100 at any nook of a road for a day, they would be made to disperse next day. This kind of fake #islamKhatreMeiHai #CAA_NRC_Protests is a cancer."
6829,,0,Wed Feb 26 07:44:22 +0000 2020,"We hve seen how much they lUV us &amp; our #motherINDIA by there formats and performances in last 2months it's there frustration of #article370 and #rammandir nothing to do with #caa, but I'm glad that there formats were discarded by the LION HEARTED @KapilMishra_IND.THNKU SOMCH SIR"
6840,"IndiaðŸ‡®ðŸ‡³,Hindu,Karan,Bachelor",0,Wed Feb 26 07:39:02 +0000 2020,"@DrLekhaShree My ðŸ’¯% #support to #CAA , when ever a bill was passed from both upper &amp;lower house and honorable #president of #india provided approval for amendment then why oppose to it...anti Indians only oppose to it. ðŸŒ·ðŸ™"
6842,,0,Wed Feb 26 07:37:19 +0000 2020,"SC has shirked all its responsibility by blaming police , government , people, everyone. New norms are being set. The judiciary is the biggest let down. I reiterate that the judiciary should work within the ambit of laid down laws and not make one of their own. #DelhiRiots #CAA"
6845,"New Delhi,India",0,Wed Feb 26 07:36:52 +0000 2020,#face #savings and put us in the same page. In other words those who are opposing #CAA and pressurizing #Govt to take it back when this #act is nowhere a #threat to their #Citizenship are only playing at the hands of #Pakistan as a use and dump #pawn. Hope to see #Administration
6846,"New Delhi,India",0,Wed Feb 26 07:36:51 +0000 2020,#CAA has irritated #Pakistan a lot as this #Constitutionally passed #Indian #Law exposes to the #world the #pathetic situation of #Pakistani #minorities who seek refuge in our nation and hence #Pakistan draining funds to all those #protesters and #Rioters to #disrupt #Peace for a
6858,Fascination Street,0,Wed Feb 26 07:32:52 +0000 2020,"The @narendramodi govt has been great on ideas but terrible in execution.  Be it demonetization or economic reforms or the aftermath of #CAA, the messaging and implementation has been just pathetic. Time to own up and clean up this mess @PMOIndia"
6865,"Tirupati, India",0,Wed Feb 26 07:30:33 +0000 2020,"@svaradarajan @thewire_in @thewirehindi And you supposed to be an educated elite, How are you understanding #CAA and what are you propagating? #Shameless"
6872,"London, England",0,Wed Feb 26 07:27:36 +0000 2020,@asadowaisi where are Owaisi brothers today who use to bark that Indian Muslims can defend themselves. Owaisis can bark for the rest of their lives to prove their loyalty but Hindu baniya never has and never will consider them as equal Indians. #DelhiRiot
6873,"Northwood, U.K.",0,Wed Feb 26 07:26:18 +0000 2020,"@MaajidNawaz Violence in NE Delhi is part of the disruptive agenda of India's turbulent minority. #CAA was seen as a humanitarian act but was used as a reason for reacting against 3ple talaq, Art 370 and surgical strike. Nothing to do with your various 'i"
6875,"Bengaluru, India",0,Wed Feb 26 07:26:01 +0000 2020,we should design a system to wake the consciousness of our @PMOIndia  so that he can think in the right direction. His bad decision-making ability has cost our society more than 50 lives so far in the last 2.5 months and crores of properties burnt #NarendraModi @narendramodi #CAA
6885,"Hyderabad, India",0,Wed Feb 26 07:17:03 +0000 2020,"@rjfahad @PMOIndia Why should India withdraw #CAA, it is time Indian govt act tough on these protestors and show then what is law and order."
6887,Mumbai,1,Wed Feb 26 07:16:35 +0000 2020,RT @judets: @ArvindKejriwal majority of hindus injured are #AntiCAA protesters. So don't try to do communal divide. This is a state sponsorâ€¦
6888,Mumbai,1,Wed Feb 26 07:16:27 +0000 2020,@ArvindKejriwal majority of hindus injured are #AntiCAA protesters. So don't try to do communal divide. This is a state sponsored terrorism against anti #caa protesters. And primary target was Muslims to make a communal split.  @geetv79  #delhi #delhiRiot
6902,,0,Wed Feb 26 07:05:45 +0000 2020,@sardanarohit Even @realDonaldTrump knows that @narendramodi and #India will not be happy if he tries to meddle in #CAA or #Kashmir  And #DonaldTrump is not known to appease #Muslims for votes. He didn't learn this from #Gandhi #Nehru and @INCIndia
6909,India,0,Wed Feb 26 07:02:57 +0000 2020,"@BDUTT @washingtonpost Instigation  done by you from beginning of the protest against #CAA .Muslims are fall prey by left liberals and prepared themselves,by accumulating so much stones in their roof tops.Finally it is Riot."
6922,"Bengaluru, India",1,Wed Feb 26 06:56:28 +0000 2020,@INCIndia Please stop spreading myth about #CAA and tell the truth to people. Stop instigating one community in the name of vote @ndtv @the_hindu #WeSupportCAA
6927,Bangalore,0,Wed Feb 26 06:54:58 +0000 2020,I am having debate for 3 hours over CAA with a person who doesn't know the difference between NRC and NCR. #CAA
6931,Cyberworld,1,Wed Feb 26 06:54:08 +0000 2020,"I kept saying through #Caa protests, muslims shouldnt get exploited by politicians naxals and missionaries..didnt listen When things go bad, none of these will bother..and you will have 2 deal with loss of property and lives alone.. be smarter next time #Delhiviolence #delhiriots"
